Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Modality_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Memory Task,subject008,-13,9,4,7.2,1.8,8.3,4.2,8.5,2.9,10,8.9,4.9,2.6,8.2,8.7,-0.036691414,0.115884583,0.323863964,1.243163587,0.544934504,1.477246513,-1.273803298
Memory Task,subject009,-13,2,8,3.6,1,10,1.9,2.1,2.6,6.7,4.3,2.2,3.6,7.2,10,-0.036691414,0.115884583,0.323863964,1.100449962,-0.430804094,-1.242889117,-1.617513068
Memory Task,subject009,15,7.5,10,1,1,10,2.2,1,2.3,3,7.6,1,10,3.8,10,-0.036691414,0.115884583,0.323863964,1.924289467,-0.717178596,-1.792864564,-1.603588145
Memory Task,subject010,13,7.1,5.8,1,4.7,10,1,10,1,10,10,1,10,5.8,10,-0.036691414,0.115884583,0.323863964,2.409945642,-0.918596054,-0.366900495,-0.202299719
Memory Task,subject010,14,6.1,6.1,1,3.3,10,1,10,1,7,4,1,10,5.9,10,-0.036691414,0.115884583,0.323863964,1.694436919,-0.652312522,-1.028762075,-0.473902644
Memory Task,subject011,-12,8.6,9.3,5.8,2.1,10,1.9,3.2,5.3,9.5,9.5,1,8.7,4,10,-0.036691414,0.115884583,0.323863964,2.300062323,-0.406178368,0.168045851,-1.57984684
Memory Task,subject011,8,7.4,8.3,1.8,4.4,7.7,3.8,6.9,4.1,9.1,8,3.1,8,4,7.8,-0.036691414,0.115884583,0.323863964,1.494152635,0.045036576,-0.358005105,-0.489101988
Memory Task,subject012,5,9.6,8.2,1,1,10,3.4,3.5,2.5,10,9.1,1,8,10,10,-0.036691414,0.115884583,0.323863964,2.462662216,-0.377837491,-1.149109575,-1.175869874
Memory Task,subject012,12,8,1.1,1,1.1,9.3,7,5.5,1,7.8,6.7,1,5.1,9.4,10,-0.036691414,0.115884583,0.323863964,1.282581141,-0.246368301,-0.614400101,-0.431409088
Memory Task,subject013,5,3.8,10,1,2.9,10,6.5,4.1,3.4,4.7,4.2,1,7.3,7.9,9.8,-0.036691414,0.115884583,0.323863964,1.232342215,0.286859924,-2.231455108,-0.819309387
Memory Task,subject013,-7,5.5,7.9,1,5,10,1,2.7,3.2,7.1,8.7,1,7.5,8.1,10,-0.036691414,0.115884583,0.323863964,1.974789409,-0.746869921,-1.569610176,-0.264399625
Memory Task,subject014,-5,7.3,5,1.4,1.3,9.1,4.1,8.5,1,6.3,8.4,7.6,6.7,7.2,9.5,-0.036691414,0.115884583,0.323863964,1.403912871,0.4502929,-0.317820815,-1.202448735
Memory Task,subject014,-11,4.2,1,7.7,5.3,8.7,2.5,9,3,7.4,9,2.8,3.1,5.5,7.9,-0.036691414,0.115884583,0.323863964,0.727121628,-0.176760172,1.472405318,-0.273664676
Memory Task,subject015,9,2.6,8.2,1,3.9,10,2,1.4,1.2,6.9,4.2,1,5.9,5.5,10,-0.036691414,0.115884583,0.323863964,1.343973639,-1.023064081,-1.925600445,-0.464863596
Memory Task,subject015,-13,1,10,1,1,8.2,1,1,1,1.1,7.1,1,5.5,5.9,8.6,-0.036691414,0.115884583,0.323863964,0.990099252,-0.81803244,-2.205168656,-1.768419225
Memory Task,subject016,8,2.7,6.8,1.2,2,9.8,4,1.7,2,8.9,6.9,1.1,9.9,4,10,-0.036691414,0.115884583,0.323863964,1.837060878,-1.043691928,-1.344032554,-0.810783348
Memory Task,subject016,-15,7.6,7.2,1.2,1.8,9.6,3.3,1.9,3.2,3.5,8.5,1.3,10,7.8,9.4,-0.036691414,0.115884583,0.323863964,1.822436126,-0.347397668,-1.602906386,-1.008933473
Memory Task,subject017,11,7,7.7,1.1,2,4,7.3,4.9,2.7,3.8,7.7,2.8,4.7,5.3,8.8,-0.036691414,0.115884583,0.323863964,0.558883962,0.445589007,-0.750934668,-0.896879729
Memory Task,subject017,6,10,10,1,1,8,1.9,9,1.9,8.5,8.5,3,10,1.9,8.7,-0.036691414,0.115884583,0.323863964,2.067542083,-0.288499519,-0.231901234,-1.670902428
Memory Task,subject018,6,9.1,9.3,1.9,1.7,9.1,3.2,9,1.3,1.9,9.7,1.8,9.5,9.2,7.9,-0.036691414,0.115884583,0.323863964,1.787762737,0.313339813,-1.125415265,-1.44198794
Memory Task,subject018,6,7,9.6,2.1,2.2,7.5,3,8.6,1.7,5.6,6,7,8.4,8.8,8.1,-0.036691414,0.115884583,0.323863964,1.312994873,0.745386554,-0.883130128,-1.159547211
Memory Task,subject019,-9,6.6,10,1,6.3,10,1,8.7,2.5,10,5.7,1,10,5.5,10,-0.036691414,0.115884583,0.323863964,2.171069255,-0.571376798,-1.189255549,0.051839608
Memory Task,subject019,13,6.5,1,1,8.9,10,4,7.9,8.2,3.8,3.9,1,1.3,10,8,-0.036691414,0.115884583,0.323863964,0.043144624,0.752365178,-1.074689617,1.232154742
Memory Task,subject020,-14,2,6.4,5.6,4.1,7.7,9.4,7.7,3.9,7.9,2.9,2.1,5,3.6,9.7,-0.036691414,0.115884583,0.323863964,0.376954059,0.624032581,-0.033485314,-0.382385064
Memory Task,subject020,-10,9,8,8,3.3,1,9,8.2,2.5,8.2,2.7,10,2.7,3.1,4,-0.036691414,0.115884583,0.323863964,-0.6436036,1.808520907,1.775742445,-0.662401246
Memory Task,subject021,6,4.2,8.6,1.7,1.9,8.6,1.4,2.4,1.3,9.7,6.2,1.7,9,6.9,9.4,-0.036691414,0.115884583,0.323863964,1.929314403,-0.98465258,-1.299611828,-0.937738092
Memory Task,subject021,-13,3.6,4.6,2,3.2,9.4,3.5,5.8,2.7,8.9,1.8,1.5,2.6,6.9,9.3,-0.036691414,0.115884583,0.323863964,0.652717632,-0.290873376,-0.9204019,-0.415299903
Memory Task,subject022,-11,10,10,1,4.1,10,1.8,1,1.2,10,10,2,10,10,10,-0.036691414,0.115884583,0.323863964,2.865493089,-0.79839135,-1.531210528,-0.311484138
Memory Task,subject022,-10,10,9.9,1,1.9,10,1,1,1.7,10,10,1,9.3,10,10,-0.036691414,0.115884583,0.323863964,2.86940858,-0.890082413,-1.44932525,-1.031703208
Memory Task,subject023,-14,8.9,8,8,1.9,7.2,9.7,10,9.1,10,10,7.8,9,8.6,6,-0.036691414,0.115884583,0.323863964,1.241511447,2.472997715,1.418987168,-1.490386038
Memory Task,subject023,5,6.1,8.9,8,7.8,8,10,5.4,6.1,7.1,7,7,9,7.2,7,-0.036691414,0.115884583,0.323863964,0.908040386,1.698109008,0.219007889,0.412688902
Memory Task,subject024,7,7.1,9.1,1,1.3,10,1.3,1.2,3,8.2,6.5,1,2.8,3.7,9.8,-0.036691414,0.115884583,0.323863964,1.535032349,-0.79573414,-1.178174807,-1.625328326
Memory Task,subject024,7,7.9,9.5,1.6,1.7,1.2,2.3,1,1.9,8.6,8,10,7.3,8.9,2.3,-0.036691414,0.115884583,0.323863964,0.644795915,0.481414039,-0.409133541,-0.87116375
Memory Task,subject025,11,7.2,2.8,3.2,3.6,10,4.3,4.8,3.4,7.2,7.9,3.9,9,6.6,7.1,-0.036691414,0.115884583,0.323863964,1.36493966,-0.077399863,-0.186934903,-0.252405908
Memory Task,subject025,-8,6.8,3.7,4,4.7,6.6,6.7,4.4,6.6,3,4.2,7.1,6.1,7.3,7.3,-0.036691414,0.115884583,0.323863964,0.004407192,1.330239971,-0.327884069,0.004252558
Memory Task,subject026,-9,10,10,1,1,10,1,1,1,9.6,10,1,2,10,10,-0.036691414,0.115884583,0.323863964,2.280582765,-0.734791119,-1.251232657,-1.615534026
Memory Task,subject026,-6,7,10,1,1,10,2,3.8,1,9,10,1,10,10,10,-0.036691414,0.115884583,0.323863964,2.713325374,-0.700469871,-1.519102153,-1.368997013
Memory Task,subject027,-8,7.7,7.4,1.2,10,10,3.2,2.3,7.6,7.7,10,1,8.1,8.8,10,-0.036691414,0.115884583,0.323863964,1.965233205,-0.046636893,-1.463016332,1.24085159
Memory Task,subject027,-5,10,9,1,5.2,10,1,1,8,3.2,10,1,8,9.1,10,-0.036691414,0.115884583,0.323863964,1.957910553,0.099609906,-1.778810776,-0.501546382
Memory Task,subject028,-6,6,4,2,9,3,10,9,8,2,7,10,6,9,8,-0.036691414,0.115884583,0.323863964,-0.38986023,2.469849818,-0.32464586,1.351115459
Memory Task,subject028,10,2,7,2,3,7,10,10,6,10,5,4,2,3,5,-0.036691414,0.115884583,0.323863964,-0.107244603,1.305043348,-0.066342728,-0.92810171
Memory Task,subject029,-7,8.6,3.3,1,1,10,1.5,10,5.6,5,7.6,1,3.6,8.8,10,-0.036691414,0.115884583,0.323863964,1.218650088,0.287657188,-0.440454516,-1.447094409
Memory Task,subject029,9,10,10,1,1,9.8,1,10,1,10,3,1,10,5.2,10,-0.036691414,0.115884583,0.323863964,2.166738083,-0.46488393,-0.889338088,-1.34250002
Memory Task,subject030,-9,3,8.6,5,1.8,10,5.3,1,2.5,2,2.6,1,8.1,10,10,-0.036691414,0.115884583,0.323863964,1.036682686,0.084334802,-1.931234003,-1.055755933
Memory Task,subject030,6,3,8.9,2,1,10,1,1,5.5,6.6,7,1,7.3,10,10,-0.036691414,0.115884583,0.323863964,1.762096499,-0.347566947,-1.853046476,-1.576138184
Memory Task,subject031,-8,8.5,9.5,1.4,1.9,10,4.5,10,1.3,4.6,4.2,1,10,8.8,9.9,-0.036691414,0.115884583,0.323863964,1.745269713,0.319414222,-1.518080614,-1.040404102
Memory Task,subject031,15,3.9,5.6,5.3,1.5,9,8,9.9,1.8,6.5,7.1,1,5.6,7.6,6.5,-0.036691414,0.115884583,0.323863964,0.824811304,0.540018822,0.077260372,-1.226057644
Hard Math Task,subject001,5,9.4,1,10,4.7,7.4,1.5,1.2,1.3,1,3.8,1,8.1,2.2,8.9,-0.275799256,0.402382604,-0.407382308,0.555259209,-1.000759005,1.064948435,0.034158416
Hard Math Task,subject001,-12,10,4,9,6,8.3,8,8,8.4,4,3,1,3.5,4,1.8,-0.275799256,0.402382604,-0.407382308,-0.522456345,1.50110416,1.19502691,-0.12125799
Hard Math Task,subject002,7,9,9,4.8,10,3.1,10,9,8,2.6,2.6,9.3,2.6,5,6,-0.275799256,0.402382604,-0.407382308,-0.897531422,2.780194234,0.1041327,1.028747827
Hard Math Task,subject002,-7,9.1,3.7,5.5,4.6,4.5,3.3,2.5,2.4,5.6,8.4,7.5,3.4,7.3,4.5,-0.275799256,0.402382604,-0.407382308,0.265180141,0.376381569,0.763982988,-0.122695316
Hard Math Task,subject003,7,10,1,10,1,1,1,10,1,10,9,5.7,5.9,1,10,-0.275799256,0.402382604,-0.407382308,0.867924525,-0.429581292,3.643654338,-1.173653264
Hard Math Task,subject003,-12,10,1,10,1,1,1,10,1,10,10,5.4,5.4,1,10,-0.275799256,0.402382604,-0.407382308,0.9173083,-0.467405972,3.714010322,-1.236650927
Hard Math Task,subject004,-12,9.5,2.9,10,9.6,3.8,1,10,1.7,10,9,1.2,6.1,1.7,10,-0.275799256,0.402382604,-0.407382308,1.190382635,-0.836778237,2.738982393,1.166217454
Hard Math Task,subject004,6,10,1.3,10,10,1.8,1,10,1.2,10,10,2,6.9,1.2,10,-0.275799256,0.402382604,-0.407382308,1.0912633,-0.960024997,3.168990694,1.529238666
Hard Math Task,subject005,15,10,1,10,9.3,9,1,1,1,8.7,8.4,1,4,2,10,-0.275799256,0.402382604,-0.407382308,1.362227494,-1.518386508,1.801351199,1.172602936
Hard Math Task,subject005,-5,10,1,10,8,8.1,1,1,1,8.9,9.3,1,6,1,8.3,-0.275799256,0.402382604,-0.407382308,1.390274806,-1.597762917,2.024633294,0.837226129
Hard Math Task,subject006,-15,6.6,1,10,5,1,1,1,1,1,4.9,1.8,5,1.1,1,-0.275799256,0.402382604,-0.407382308,-0.936384757,-0.914592819,1.757950065,0.14205419
Hard Math Task,subject006,13,1,1,1,6,1,1,1,1,10,5.2,1,1.3,1,1,-0.275799256,0.402382604,-0.407382308,-0.744927259,-1.721453964,0.183245857,0.909021385
Hard Math Task,subject007,8,3.9,2.6,8,10,7.6,5,4.5,2.2,2,6.5,3.1,5,6.2,9.6,-0.275799256,0.402382604,-0.407382308,0.329687674,-0.027242185,0.262656611,1.372180876
Hard Math Task,subject007,-5,7.9,1,10,10,9.8,1.8,2.6,2,5.9,7.9,2.5,5.8,2,10,-0.275799256,0.402382604,-0.407382308,1.128287049,-1.002115984,1.472806264,1.245453855
Hard Math Task,subject008,6,7.3,7.7,3.5,4.8,4.3,7.7,6,4.6,3.8,3.8,4,1,2.9,4.9,-0.275799256,0.402382604,-0.407382308,-0.584469903,1.108271522,-0.096470308,-0.389260963
Hard Math Task,subject008,5,8,5.3,3.8,8.4,4.3,7.3,7.5,8,6.8,9.2,7.9,6.6,8.1,2,-0.275799256,0.402382604,-0.407382308,0.080184557,1.821680018,0.455863138,0.887266408
Hard Math Task,subject009,-5,7.3,1,2,5,6.3,1,1,8,8.2,8.7,1,7,1,10,-0.275799256,0.402382604,-0.407382308,1.102755692,-0.991028165,0.279368031,0.167221501
Hard Math Task,subject009,14,6.2,1,10,4.8,3,2,1.6,5.1,9,7.7,1,5.2,1,9,-0.275799256,0.402382604,-0.407382308,0.535134025,-0.962208494,2.289956044,-0.005334399
Hard Math Task,subject010,-10,1,2.3,10,5.2,2.2,1,10,1,10,10,1,4.9,2.9,10,-0.275799256,0.402382604,-0.407382308,0.784434256,-1.062603798,2.560613454,-0.175285339
Hard Math Task,subject010,14,10,1.9,10,5,1.3,1,9.8,1,10,10,1,5.2,2,10,-0.275799256,0.402382604,-0.407382308,1.057325275,-0.915053789,3.243300493,-0.020751438
Hard Math Task,subject011,7,7.8,1,8.9,9.3,1,1.5,5.1,3.8,9.8,9.4,1,8.9,1,8.9,-0.275799256,0.402382604,-0.407382308,0.903890637,-1.154767207,2.463531384,1.579778284
Hard Math Task,subject011,-13,4.3,1.7,10,9.1,1.5,1,3.1,2,8.1,8.6,1,7.9,1,9.5,-0.275799256,0.402382604,-0.407382308,0.71287677,-1.493376561,2.093618322,1.376123573
Hard Math Task,subject012,6,8.2,1,10,8.2,1,7.2,2.8,1,5.4,3,1,1.2,1,3,-0.275799256,0.402382604,-0.407382308,-1.132095523,-0.29389795,2.045773732,1.406413741
Hard Math Task,subject012,-10,8.7,1,9.4,8.5,1,1.5,1.5,1,8.1,1.5,1,3,2.4,5,-0.275799256,0.402382604,-0.407382308,-0.474002353,-1.150451037,1.83574267,1.628094055
Hard Math Task,subject013,5,5.8,5.7,3.1,5.1,7.9,4.3,2.4,3.2,3.9,8.2,2,6,6.9,9.2,-0.275799256,0.402382604,-0.407382308,1.055950776,-0.194121877,-0.871057472,-0.075491183
Hard Math Task,subject013,6,8.7,7.7,3,5.1,2.7,2.7,3.7,3.9,3.3,7.4,4.7,6.8,4.4,3,-0.275799256,0.402382604,-0.407382308,0.167678073,0.308300184,-0.144790439,-0.172294201
Hard Math Task,subject014,12,6.2,1.6,9.3,3,1.7,1,9,4,6.6,6.7,9.1,2.8,8,7.8,-0.275799256,0.402382604,-0.407382308,-0.087645593,0.850259565,2.356865575,-0.745461099
Hard Math Task,subject014,13,6.4,2.7,8.9,1.5,2.8,1.7,9.2,3.1,8.9,8,8.9,2,2.6,8.9,-0.275799256,0.402382604,-0.407382308,0.255003023,0.459349656,2.798405094,-1.478851749
Hard Math Task,subject015,13,7.8,6.5,1,5.8,1,8.2,8.1,9.4,1,4.7,9.1,2.8,9.8,1,-0.275799256,0.402382604,-0.407382308,-1.3508897,2.864806103,-0.58179336,0.177417628
Hard Math Task,subject015,-9,8,8.4,1,5.4,1,7.5,6.8,8.4,1,2.7,9.6,2.8,8,7.1,-0.275799256,0.402382604,-0.407382308,-0.893303808,2.53356485,-0.887822047,-0.0041689
Hard Math Task,subject016,-5,7.4,2,8.8,8.3,2.2,2.1,2.4,1.7,9.2,1.5,2,4.6,1.2,2,-0.275799256,0.402382604,-0.407382308,-0.518633781,-0.904239661,1.703532257,1.414699879
Hard Math Task,subject016,9,7.8,2,8.6,9,2.3,2.8,1.9,2,9,1.3,1,7.8,2,8.6,-0.275799256,0.402382604,-0.407382308,0.291124551,-1.127644559,1.309033924,1.897393154
Hard Math Task,subject017,6,2.1,4,9,2,3,6,3.2,2.8,2.4,3.5,1.7,7,6.6,7,-0.275799256,0.402382604,-0.407382308,-0.235406971,0.139156624,0.473709217,-0.678547415
Hard Math Task,subject017,7,5.7,3,3.8,3.5,9,4.7,4.4,7,4,6.1,4.8,7,7.2,7.7,-0.275799256,0.402382604,-0.407382308,0.596589062,0.728920145,-0.389027509,-0.509844939
Hard Math Task,subject018,11,7,2.7,3.4,8.2,3.9,2,3,2.7,7,5,2.4,7,3,6.7,-0.275799256,0.402382604,-0.407382308,0.395955073,-0.860478853,0.170377401,1.393264586
Hard Math Task,subject018,-12,5.5,3,3,7,3.5,4.1,3.6,1.8,7,5.8,3.6,7.7,3,7.2,-0.275799256,0.402382604,-0.407382308,0.41672984,-0.626240262,0.103610844,1.103789235
Hard Math Task,subject019,12,8.7,7,8.6,9.4,4,9,5,5.7,6,7.1,3.7,3.1,8.5,10,-0.275799256,0.402382604,-0.407382308,0.422666535,1.314319467,0.781044014,1.112394611
Hard Math Task,subject019,13,9,6.5,4.4,2,3.5,10,7.9,9,2,2.9,7.6,6.8,8.2,2,-0.275799256,0.402382604,-0.407382308,-0.782757367,2.780964497,0.005512392,-0.896278731
Hard Math Task,subject020,-8,3,2.3,10,7.7,1,10,2,9.4,1,2,9,1,3,1,-0.275799256,0.402382604,-0.407382308,-2.379703667,2.210597786,1.393026759,0.670001428
Hard Math Task,subject020,13,10,1.3,8.5,9.6,3,8.8,8.7,9.2,1,1.4,1.6,1,8.6,4,-0.275799256,0.402382604,-0.407382308,-1.474312627,2.026845781,1.086854445,1.545006435
Hard Math Task,subject021,7,1.1,2.5,2.3,5.5,5,1,2.6,5.3,5.2,2.7,2.1,4.8,3.3,2.1,-0.275799256,0.402382604,-0.407382308,-0.629434183,-0.553719652,-0.572752752,0.308577158
Hard Math Task,subject021,12,2.4,1.5,2.6,5.2,4,1.1,1.2,2.7,3,1.4,2.1,5.3,1.7,1.8,-0.275799256,0.402382604,-0.407382308,-0.900119822,-0.942147982,-0.508940346,0.482368081
Hard Math Task,subject022,-6,8.8,1,10,9.5,3.5,1,1,1.7,8.5,8.3,1.1,10,1,8,-0.275799256,0.402382604,-0.407382308,1.101736361,-1.627332649,2.068952573,1.701147078
Hard Math Task,subject022,15,7.6,1,10,8.7,1,1,1,1.5,10,10,1,5.3,3.9,9.2,-0.275799256,0.402382604,-0.407382308,0.896457842,-1.526573484,2.334433629,1.45473602
Hard Math Task,subject023,11,1,3.1,4.7,6.6,1,2.2,4.1,2.8,3,2.5,3.7,3.5,3.6,1,-0.275799256,0.402382604,-0.407382308,-1.346652004,-0.192364467,0.143645369,0.65348255
Hard Math Task,subject023,14,5,2,6,7,10,3,5,9,2,8,6,8,2,5,-0.275799256,0.402382604,-0.407382308,0.247187318,0.708552435,0.480034428,-0.029059062
Hard Math Task,subject024,-7,10,1,10,10,1,1,10,6.1,2.5,9.7,1,3.8,1,8.5,-0.275799256,0.402382604,-0.407382308,-0.072297624,-0.014717958,2.845407348,1.058099503
Hard Math Task,subject024,13,7.7,7.8,7.3,9.1,6.9,9.6,3.6,8.8,2.3,3.8,7.1,3.7,7.7,3.1,-0.275799256,0.402382604,-0.407382308,-0.601493056,2.366747953,-0.169380237,0.716698215
Hard Math Task,subject025,10,4.4,3.3,8.3,6.5,3,3.2,7.1,3.2,6.6,4.6,3,3.2,7.6,6.2,-0.275799256,0.402382604,-0.407382308,-0.17309555,0.203223057,1.172257379,0.481477892
Hard Math Task,subject025,10,3.1,3,3.1,6.4,2,2.7,7.7,2.6,3.2,3.3,2.9,6.3,3.1,7.2,-0.275799256,0.402382604,-0.407382308,-0.383308517,-0.255869205,0.018029265,0.712767785
Hard Math Task,subject026,14,8,1,10,1,2.6,6.6,6.8,1,7.4,5.8,1,6.2,2,8,-0.275799256,0.402382604,-0.407382308,0.298587501,-0.325285978,2.469589081,-0.781133855
Hard Math Task,subject026,11,2,2.4,10,10,1,5.8,6,1,9,4,1,10,6,10,-0.275799256,0.402382604,-0.407382308,0.455659796,-0.664376413,1.337643911,2.234975894
Hard Math Task,subject027,-5,10,1,10,10,1,1,1,1.1,10,10,1.3,5,3.3,8,-0.275799256,0.402382604,-0.407382308,0.842822041,-1.494144173,2.509262869,1.853968731
Hard Math Task,subject027,-13,10,1,8.6,10,7,7.1,5.3,5,8.9,10,1.9,2,1,8,-0.275799256,0.402382604,-0.407382308,0.563203797,0.030205326,2.199225924,1.305467399
Hard Math Task,subject028,6,4,8,6,6,7.3,4,9,7,10,4,5,8,8,6,-0.275799256,0.402382604,-0.407382308,0.777213377,1.060840583,0.137552715,-0.089979309
Hard Math Task,subject028,-9,2,8,4,7,8,4,3,2,9,2,9,10,2,6,-0.275799256,0.402382604,-0.407382308,0.649996664,0.034408685,-0.651404618,0.496169516
Hard Math Task,subject029,-10,5,8,8,8,9,4,8,6,3,7,2,9,8,3,-0.275799256,0.402382604,-0.407382308,0.627507235,0.894662985,-0.042963638,0.137899504
Hard Math Task,subject029,11,2,5.1,8,2.5,2.1,7.9,7.7,1.5,1.9,2.6,6.3,6.3,2.2,8.8,-0.275799256,0.402382604,-0.407382308,-0.576419021,0.818501677,0.875847221,-0.754600409
Hard Math Task,subject030,8,10,6,5.4,10,10,10,1,8.5,8.6,7.6,2.5,1,10,10,-0.275799256,0.402382604,-0.407382308,0.969506201,1.265807564,-0.382726813,1.312201535
Hard Math Task,subject030,5,10,10,6,5.7,10,10,3.5,9.3,6,5.6,6,1.8,9,10,-0.275799256,0.402382604,-0.407382308,0.76825645,2.300540571,-0.462007375,-0.531119121
Hard Math Task,subject031,13,2.9,1,9.1,1.8,1.2,2.1,10,8.3,1.9,7.9,1.7,2.4,1.7,9.2,-0.275799256,0.402382604,-0.407382308,-0.593730766,0.487982364,2.323425845,-1.515193476
Hard Math Task,subject031,9,8.7,1.3,10,1.8,2.9,1.6,10,1.5,9.5,8.3,1.6,2.5,1.8,9.4,-0.275799256,0.402382604,-0.407382308,0.642611076,-0.589308672,3.186749186,-1.115967039
GoNoGo Task,subject001,9,8,1,1,10,1,7.5,8.9,4.8,1.5,2,2.1,1,5,2,-0.317026634,0.036363877,-0.159409951,-1.690132412,0.946667442,-0.12125174,2.114477672
GoNoGo Task,subject001,-12,4.7,1,6.8,8,1,1,2,1.3,3.2,1.8,1,6.1,2.6,3,-0.317026634,0.036363877,-0.159409951,-0.838253231,-1.110355598,0.680815947,1.471654624
GoNoGo Task,subject002,-7,5.2,1,1,4,9.2,5.8,4,3.3,4.2,6.1,2.3,3.8,4.7,2.3,-0.317026634,0.036363877,-0.159409951,-0.103078897,-0.03980175,-0.671432234,-0.054187133
GoNoGo Task,subject002,-8,6.7,8,1.3,7.6,4,7.8,8,1,3.2,7.3,8.5,4.7,9.2,5.1,-0.317026634,0.036363877,-0.159409951,0.071810309,1.405110427,-0.858213511,0.760504638
GoNoGo Task,subject003,-11,8.6,1,6.6,1,5.6,2,8.8,1.6,4.6,4.6,8.1,5.7,8,1.8,-0.317026634,0.036363877,-0.159409951,-0.153345885,0.724859084,1.337561845,-1.041976997
GoNoGo Task,subject003,7,5.8,7.7,4.2,1,1,7,3.1,1,4.3,4.8,8.1,6.6,7,2.4,-0.317026634,0.036363877,-0.159409951,-0.332318491,0.935735781,-0.097700344,-0.941557556
GoNoGo Task,subject004,12,2.2,1.7,1.8,2,2.5,3.6,3.1,2,1.7,1.5,1.2,4.5,1.6,1,-0.317026634,0.036363877,-0.159409951,-1.260298153,-0.590311651,-0.484208522,-0.375198751
GoNoGo Task,subject004,7,2.5,2.7,3,9.6,1.4,1.8,6.6,1.9,1.7,1.6,1.8,5.8,1.6,1.4,-0.317026634,0.036363877,-0.159409951,-1.225773017,-0.554415487,-0.189462036,1.701958927
GoNoGo Task,subject005,-11,7.8,1,10,1,2.7,3.5,1,3.4,2.9,8.2,1,3.6,2.9,2.2,-0.317026634,0.036363877,-0.159409951,-0.407282103,-0.373077061,2.021378029,-1.210066136
GoNoGo Task,subject005,-8,10,1,10,1,7.8,1,1,1,8.9,9.3,1,7.5,2.1,8.5,-0.317026634,0.036363877,-0.159409951,1.623250303,-1.485373429,2.133960907,-1.151235352
GoNoGo Task,subject006,12,1,1.1,1,6,1,1,1,1,1,1,1,5.4,1,1,-0.317026634,0.036363877,-0.159409951,-1.390268825,-1.338489655,-0.871309495,1.010291302
GoNoGo Task,subject006,-8,2.3,1,1,10,5.4,1,2.8,1,3,1,1,5.4,2.5,3.7,-0.317026634,0.036363877,-0.159409951,-0.635991641,-1.306669604,-1.12999952,2.078611856
GoNoGo Task,subject007,-14,8.2,2,9.8,10,1.8,6.2,6,9.1,7,4.8,7.8,4,7.7,1.2,-0.317026634,0.036363877,-0.159409951,-0.960172005,1.821414368,2.008851104,1.541670916
GoNoGo Task,subject007,5,9,1.3,7.1,2,1.7,7.7,5.8,8,3.4,2.1,7.6,5.4,3.5,4.6,-0.317026634,0.036363877,-0.159409951,-1.053051507,1.713727366,1.533177329,-0.577500182
GoNoGo Task,subject008,-12,3.7,2.2,3.1,2.1,2.9,6.5,3.1,3,9,4,2.3,3.7,1.9,5.5,-0.317026634,0.036363877,-0.159409951,-0.278958344,-0.369707304,0.443421236,-0.295633782
GoNoGo Task,subject008,-12,2.8,2.2,5.4,3.3,3.6,3.9,6.5,2.9,3.2,3.5,2.6,2.9,2.3,3.6,-0.317026634,0.036363877,-0.159409951,-0.890289623,-0.013257943,0.663679613,-0.488701472
GoNoGo Task,subject009,11,2.2,1,1.7,1,1,1,1.3,7.5,1,3,1,2,1,1,-0.317026634,0.036363877,-0.159409951,-1.621881006,-0.333370992,-0.160030711,-1.022421724
GoNoGo Task,subject009,-12,2.9,1,1,1,1,2.7,6.5,7.2,3.5,1,1.4,1,1,2.1,-0.317026634,0.036363877,-0.159409951,-1.67845043,0.160294629,0.148796554,-0.92279614
GoNoGo Task,subject010,15,10,1,2.1,4.6,1.3,2,9.3,1,9,5.1,3.6,2.5,2.2,1,-0.317026634,0.036363877,-0.159409951,-0.47317298,-0.364179,1.429833204,0.379568681
GoNoGo Task,subject010,6,6,3.5,4.4,6,3.2,6.7,6.6,3,3,3.4,9,2.3,7.6,5.5,-0.317026634,0.036363877,-0.159409951,-0.810125381,1.384418982,0.201654854,0.488884691
GoNoGo Task,subject011,13,4.9,2,2.1,3.5,3,5.4,3.5,4,3.1,2,5.7,5.6,1.8,5.5,-0.317026634,0.036363877,-0.159409951,-0.758399024,0.259448973,-0.17047438,0.050004401
GoNoGo Task,subject011,-10,6.3,5.9,3.7,2.5,5.8,9,2.3,8,6.7,1.4,7.7,5.6,5.2,5.2,-0.317026634,0.036363877,-0.159409951,-0.311739634,1.638143041,-0.370457968,-0.591614736
GoNoGo Task,subject012,10,9.3,1,1.2,1,1,1.6,1.4,10,9.2,9.5,2,7.4,1,1.4,-0.317026634,0.036363877,-0.159409951,0.132760177,-0.323899328,1.053318423,-0.806248494
GoNoGo Task,subject012,-15,10,1,1,1,1,1,1,1,9.6,9.9,1.5,9.2,1,5,-0.317026634,0.036363877,-0.159409951,1.011173836,-1.743306938,0.873850591,-0.32417114
GoNoGo Task,subject013,-13,8.8,8.5,5.8,5.1,1,7.2,3.3,2.9,3.5,3.8,7.4,8.2,6.8,2.9,-0.317026634,0.036363877,-0.159409951,-0.261959594,1.225368575,0.068669041,0.212847435
