Task_name,Participant #,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Zero-Back Task,subject012,9,3.9,10,1,8.3,1,10,10,1,7.5,8.1,8.9,7.8,8.1,3.7,10,8.5,0.092938821,-0.060981931,-0.389395513,0.12105,0.25351,1.92331,0.06359
Zero-Back Task,subject012,-8,8.2,10,9.1,8.3,1,10,10,1,8.1,9.2,3.2,7.7,10,8.8,10,9,0.092938821,-0.060981931,-0.389395513,0.90716,1.38549,0.95538,0.2806
One-Back Task,subject012,-14,2.6,1,7.4,1,1,10,10,1,7.4,1,8.6,7.9,3.9,10,1,8,-0.009918255,-0.030028992,-0.537272264,0.98102,-0.93758,-0.56729,1.05741
One-Back Task,subject012,-11,8.5,10,8.7,7.6,1,10,1,1,8,9.2,2.6,8.3,10,8.3,10,8.3,-0.009918255,-0.030028992,-0.537272264,0.67451,1.61185,-0.19764,0.59533
One-Back Task,subject012,-8,7.7,1,7.6,9.9,1,10,8.2,6.3,8,8.7,2.4,3.1,10,9,10,10,-0.009918255,-0.030028992,-0.537272264,0.41187,1.59078,0.25699,-0.20529
Two-Back Task-scenes,subject012,7,10,1,10,8.5,1,10,7.3,8.5,8.9,4.2,8.2,7.8,2.1,1,10,9,-0.130999829,0.464204275,-0.426960277,1.29615,0.18858,0.36468,-1.69689
Two-Back Task-scenes,subject012,-6,8.2,1,10,10,1,10,10,4.1,9,1,8.7,8,1,3.1,1,8.1,-0.130999829,0.464204275,-0.426960277,1.47033,-1.44575,0.71795,-1.54319
Two-Back Task-faces,subject012,-15,9.1,10,10,8.5,1,10,10,1,8.9,1,10,9,8.9,2.3,1,8.3,-0.025340712,0.386745896,-0.434225517,1.58446,-0.95772,1.29566,-1.53383
Two-Back Task-faces,subject012,-9,8.5,10,10,10,1,10,7.7,1,10,3,8.8,8.6,8.2,3.3,1,8.2,-0.025340712,0.386745896,-0.434225517,1.38536,-0.64633,1.16976,-1.46033
Reading Task,subject012,-7,10,1,8.1,3.2,1,1.3,10,10,10,1,2.4,3,8.5,2.4,10,8,-0.19586954,-0.014883893,0.326889586,0.12004,0.7563,-0.35819,-2.38702
Reading Task,subject012,10,9.5,10,10,10,1,8.8,8.3,10,10,8.9,2,1,10,2.8,10,10,-0.19586954,-0.014883893,0.326889586,-0.3247,1.86936,1.61986,-2.42836
Reading Task,subject012,-5,10,10,10,9.9,1,10,10,10,9.9,7.3,4.4,10,10,10,10,10,-0.19586954,-0.014883893,0.326889586,1.32163,2.10489,1.16578,-0.27786
Memory Task,subject012,-10,10,10,1,10,8.1,10,10,1,10,1,10,10,1,10,1,8.6,-0.036691414,0.115884583,0.323863964,1.2304,-1.05735,2.1394,1.05302
Memory Task,subject012,-14,9,1,1.3,9.9,1,10,10,2,9.6,7.2,9.5,10,1.1,10,10,10,-0.036691414,0.115884583,0.323863964,1.6869,-0.16076,0.95286,1.09189
Memory Task,subject012,5,10,10,1,1,1,10,10,1,10,1,10,10,1,10,10,10,-0.036691414,0.115884583,0.323863964,1.30898,-0.6498,1.25118,1.45513
Movie Task-incept,subject013,12,4.3,6.3,4.4,4.9,3.7,8,9.5,3.3,8,1,3.6,6.9,1,5,4.4,7.5,-0.293453447,0.376771714,0.156545561,-0.31413,-0.76971,1.06999,-0.20719
Movie Task-incept,subject013,12,4.3,6.3,4.4,4.9,3.7,8,9.5,3.3,8,1,3.6,6.9,1,5,4.4,7.5,-0.293453447,0.376771714,0.156545561,-0.31413,-0.76971,1.06999,-0.20719
Movie Task-bridge,subject013,-10,6.3,8.2,2,1.9,2.4,10,8.6,8,7,2.8,5,3.6,4.4,5.1,1,7.5,-0.055046289,0.280933569,0.317858122,-0.95489,-0.17103,1.18174,-0.34818
Movie Task-bridge,subject013,-10,6.3,8.2,2,1.9,2.4,10,8.6,8,7,2.8,5,3.6,4.4,5.1,1,7.5,-0.055046289,0.280933569,0.317858122,-0.95489,-0.17103,1.18174,-0.34818
Two-Back Task-scenes,subject013,14,6.5,2,2,1.6,2.7,3,3,9,5.4,6.2,2,2.2,1.2,3,1.6,1,-0.130999829,0.464204275,-0.426960277,-1.8365,0.23949,-0.97484,-0.67003
Two-Back Task-scenes,subject013,-7,3.3,1.6,5.4,6.8,1.4,10,3.7,2.2,2,1,8.2,7.1,5.7,5.1,4.3,5.7,-0.130999829,0.464204275,-0.426960277,0.25331,-0.92054,-0.4983,0.72992
Two-Back Task-faces,subject013,6,5.4,7.3,7.2,7,1,9.4,2.7,1.6,3.5,2.7,7.4,5.9,6.4,4.7,4,5.6,-0.025340712,0.386745896,-0.434225517,0.14318,-0.57784,-0.06773,0.17013
Two-Back Task-faces,subject013,-13,3,6.2,6.4,9.8,1,9.7,5.9,2.6,2.6,1.6,8.4,6.3,6,4.8,2.4,5,-0.025340712,0.386745896,-0.434225517,0.05206,-1.04363,0.54276,0.07955
Reading Task,subject013,-6,10,7.7,2,7.2,1.6,8.8,7,3.1,3.3,3.2,4.7,8.5,3.3,6.4,1.8,7.9,-0.19586954,-0.014883893,0.326889586,0.28141,-0.86572,1.03466,0.56572
Reading Task,subject013,-5,1.9,1.6,2,7,1,10,6.5,1,2,2.8,3,1.6,3,5.8,1.6,6,-0.19586954,-0.014883893,0.326889586,-1.22738,-1.37079,0.4702,0.52428
Reading Task,subject013,10,8,4.2,6.7,8.2,1,8.4,9,9,8,4.8,3.3,8.4,9.8,4.5,9.1,7.4,-0.19586954,-0.014883893,0.326889586,0.3887,1.21962,0.52555,-0.96236
Memory Task,subject013,12,8.8,7.5,1,3.5,4.7,10,10,1.9,1,1,7.3,10,1,9.2,7.9,10,-0.036691414,0.115884583,0.323863964,0.76428,-0.78129,1.11289,2.35929
Memory Task,subject013,10,3.5,6.2,5.7,6.4,1,9.1,3.1,2.7,7.2,4.5,4.9,7,10,7.2,7.8,9,-0.036691414,0.115884583,0.323863964,0.18389,0.60888,-0.0885,0.41072
Memory Task,subject013,15,1.4,9,2.3,9.3,1,2.2,10,2.4,1.9,1,9.2,3.4,1,7.8,4.2,9.9,-0.036691414,0.115884583,0.323863964,-0.22634,-1.87759,1.62471,0.40819
GoNoGo Task,subject013,-9,1.9,1,3,7,1,1,1,1,3.2,1.5,1.2,1,6.9,5,1,8.1,-0.31702636,0.036362577,-0.159410417,-1.13479,-1.19626,-0.84066,-0.41385
GoNoGo Task,subject013,10,1.9,7.3,3.7,2.2,10,7.1,1.8,6.4,5,5.8,2.2,1.9,1.4,6,1.3,7.7,-0.31702636,0.036362577,-0.159410417,-1.82066,0.61692,0.04511,0.69082
GoNoGo Task,subject013,9,5.6,6,1.1,7.4,8,2.5,9.1,7.5,7,4.7,2.5,4.2,1,5.2,9,8.2,-0.31702636,0.036362577,-0.159410417,-0.97396,0.48581,1.26543,-0.21159
Finger Tapping Task,subject013,-6,3.7,6.3,2.2,5,7.4,4.5,6.2,4.7,6.1,5.5,2,5.1,1,5.2,8,7.5,-0.090963574,-0.241336366,-0.170440839,-1.09522,0.43709,0.6034,0.39098
Finger Tapping Task,subject013,8,2,1.9,8,8,1,1,1,2.8,7,1,6.1,1,9,6.2,9,7.6,-0.090963574,-0.241336366,-0.170440839,-0.0954,-0.12686,-1.18726,-0.71598
Finger Tapping Task,subject013,-13,5.7,8,1,7.2,1,7.8,7.3,8.1,5.2,7.2,2.1,7.1,1.4,2.7,2.7,8.4,-0.090963574,-0.241336366,-0.170440839,-1.02937,-0.12982,1.60186,-0.67773
One-Back Task,subject013,-12,4.1,1,7.6,9.3,1,7.9,1.2,1,5.6,1,9.8,8.5,7.5,5.1,1,8,-0.009918255,-0.030028992,-0.537272264,1.19929,-1.12543,-0.86444,-0.09491
One-Back Task,subject013,-11,3.9,6,5.4,8.6,1,8.2,3.5,1.8,7.4,3.9,6,5,7.6,6,1.2,8,-0.009918255,-0.030028992,-0.537272264,0.00533,-0.50975,0.29014,-0.34073
One-Back Task,subject013,-6,7.2,6.9,7,8.5,1,8.6,1,7.2,7,6.4,2,8.7,7.8,3.5,9,7,-0.009918255,-0.030028992,-0.537272264,-0.06827,1.22783,-0.03625,-0.63446
Zero-Back Task,subject013,12,8.5,1.3,1,8.3,1,7.3,7.4,8.8,7.5,5.1,3.5,7,8,2.6,8.6,8.2,0.092938821,-0.060981931,-0.389395513,-0.11977,0.63487,0.65209,-1.02667
Zero-Back Task,subject013,7,7.2,9.6,3.4,7,7,10,9,8.8,9.1,7.8,3,6.7,1,1.6,1.8,8.2,0.092938821,-0.060981931,-0.389395513,-0.85943,0.56982,2.08755,-1.16028
Zero-Back Task,subject013,-15,2.1,7.5,5.6,7.7,1,6.7,6.9,6.3,5.4,2.8,5.3,1.6,1.1,4.9,4.1,6.1,0.092938821,-0.060981931,-0.389395513,-1.10495,-0.74623,1.04934,-0.71561
Friend Task,subject013,-11,2,10,1,8.8,1,9.1,9,1.2,7,2.8,8.4,6,1,7.5,1,10,0.066229557,0.061472443,0.208842324,-0.1492,-1.65633,2.17227,0.36142
Friend Task,subject013,9,1,8.1,1,8.1,1,8.7,9.8,2.7,7,3.6,4,5.1,1,6.2,2,8.3,0.066229557,0.061472443,0.208842324,-0.96489,-1.19855,1.99424,-0.03641
Friend Task,subject013,14,2.7,8.9,3.8,7.8,1,8,7.8,2,5.3,2.5,3.3,3.3,1,4.3,3.2,7.1,0.066229557,0.061472443,0.208842324,-1.05398,-1.29265,1.5888,-0.44648
You Task,subject013,5,3.7,2.3,2.1,7.5,2,8,4,4.5,4.4,2,2.7,9.2,8.1,4.1,9.1,7.6,-0.068702623,0.051618542,0.14160951,-0.24481,0.14146,-0.00081,0.32483
You Task,subject013,5,3,1.3,6.6,9,1,6.9,8,2,3.8,2.9,3.7,6.7,3.3,4.8,7.4,7.8,-0.068702623,0.051618542,0.14160951,0.13325,-0.73135,0.231,-0.05986
You Task,subject013,-9,2.6,1.8,2.2,9.6,1,3.1,7.6,1.9,2.3,5.5,3,4.1,4,4.7,7.5,7,-0.068702623,0.051618542,0.14160951,-0.70183,-0.62203,0.3598,0.02779
Easy Math Task,subject013,6,1,1,8.1,7.9,1,1,2.9,1.4,2.1,1.6,1.7,1.8,2.1,5,1,7,-0.124954138,0.332221971,-0.020870498,-0.78869,-1.4845,-0.8844,-0.55343
Easy Math Task,subject013,-7,1,1,7,8,1,1,3.9,3.8,2,6.3,3.1,6.2,1,5,6.3,8,-0.124954138,0.332221971,-0.020870498,-0.31191,-0.39513,-0.78936,0.00492
Easy Math Task,subject013,13,2,1,9,8.9,1,2.6,2.2,2,2.5,6.1,3,3.7,5.6,5.4,7.1,7,-0.124954138,0.332221971,-0.020870498,-0.23558,-0.002,-1.1636,-0.12526
Hard Math Task,subject013,-10,3,1,7.6,8.7,1,1,1.9,1,2.3,1,9,6.8,1,4.9,1,8.8,-0.275798122,0.402380589,-0.407389088,0.80205,-1.96559,-0.99149,-0.12858
Hard Math Task,subject013,-8,2.4,1,8.2,8.5,1,1,2,2,3.1,4.6,5.8,3.1,1,4.3,1,8.2,-0.275798122,0.402380589,-0.407389088,-0.08984,-1.30434,-0.91313,-0.66158
Hard Math Task,subject013,7,7.6,1,6.5,8.4,1,1,1,8.1,7.9,8,4,3.6,9.1,2.9,1.8,7.8,-0.275798122,0.402380589,-0.407389088,-0.10465,0.72977,-1.06515,-1.89399
Hard Math Task,subject014,5,5.8,1,8,8.9,1,4,9.3,6.9,5.8,6.3,7.5,8.1,8,2.3,7.6,9.6,-0.275798122,0.402380589,-0.407389088,0.97742,0.42148,0.02008,-1.30624
Hard Math Task,subject014,-7,9.3,1,8.8,1.6,1,1,10,9.2,7.8,7.6,8.9,10,1,1,8.7,6.6,-0.275798122,0.402380589,-0.407389088,1.15144,0.61565,-0.86037,-1.4427
Hard Math Task,subject014,-10,8.2,1,10,1,1,4,10,10,7.4,8.2,7.6,8.9,5.8,1,10,10,-0.275798122,0.402380589,-0.407389088,1.11078,1.34057,-0.72186,-1.45837
Easy Math Task,subject014,15,9.6,1,10,1,1,1,10,3.6,4.8,6.3,6.3,10,6.6,8.8,10,8.9,-0.124954138,0.332221971,-0.020870498,1.85022,0.90134,-1.62702,0.65738
Easy Math Task,subject014,14,8,1,10,1,1,1,9.7,2.1,2.5,7.5,8.7,9.5,1,10,10,10,-0.124954138,0.332221971,-0.020870498,1.95694,0.23045,-1.53218,1.43969
Easy Math Task,subject014,12,1.9,1,9.9,1,1,3.9,4,2.4,2,5.6,3.2,10,6.9,10,10,8.7,-0.124954138,0.332221971,-0.020870498,0.72689,0.94346,-2.19511,1.7991
Finger Tapping Task,subject014,10,2.6,1,6.1,1,1,6.3,3.4,1.5,1.6,6.4,4,6.9,3.8,10,7.8,9.4,-0.090963574,-0.241336366,-0.170440839,0.18669,0.27514,-1.54265,2.04597
Finger Tapping Task,subject014,10,6.5,1,2.9,7.2,1,2.2,10,1,2.5,3.2,6.2,6.9,10,10,10,3.4,-0.090963574,-0.241336366,-0.170440839,0.57903,0.10619,-0.75825,1.32863
Finger Tapping Task,subject014,7,8.1,8.3,1.9,1,1,8.7,1,1,9.1,2.4,4,7.1,8.6,10,7.2,7.2,-0.090963574,-0.241336366,-0.170440839,0.08269,0.43588,-0.54437,1.31346
GoNoGo Task,subject014,-10,7.2,1,9,1,1,7.5,1,3.5,3.9,6.6,7.6,6.8,6.2,4.5,7.3,3.7,-0.31702636,0.036362577,-0.159410417,0.49052,0.69246,-2.17985,0.49109
GoNoGo Task,subject014,-5,7.1,1,8.1,1,1,9.5,4.4,4,3.1,7.8,3.9,7.7,8.8,4.7,7.4,9,-0.31702636,0.036362577,-0.159410417,0.5105,1.07315,-1.32228,0.52657
GoNoGo Task,subject014,5,8.2,1,10,1,1,10,9.3,6.5,1,7.7,3.4,10,3.1,6.7,7.7,8.6,-0.31702636,0.036362577,-0.159410417,0.86863,0.89435,-0.86111,1.03075
Movie Task-bridge,subject014,13,8.7,1,10,1,10,1,1,10,10,8.9,8,10,9.3,6.5,10,1,-0.055046289,0.280933569,0.317858122,0.80294,3.28341,-3.05562,0.31727
Movie Task-bridge,subject014,13,8.7,1,10,1,10,1,1,10,10,8.9,8,10,9.3,6.5,10,1,-0.055046289,0.280933569,0.317858122,0.80294,3.28341,-3.05562,0.31727
Movie Task-incept,subject014,-9,9.4,10,1,1,8.8,10,8.9,4.2,9,9.6,1,10,1,10,1,10,-0.293453447,0.376771714,0.156545561,-0.17749,1.12675,1.13663,1.59435
Movie Task-incept,subject014,-9,9.4,10,1,1,8.8,10,8.9,4.2,9,9.6,1,10,1,10,1,10,-0.293453447,0.376771714,0.156545561,-0.17749,1.12675,1.13663,1.59435
Two-Back Task-scenes,subject014,10,10,1,10,1,1,8.7,1,10,9.1,9.2,1.4,8.7,10,1.1,10,1,-0.130999829,0.464204275,-0.426960277,-0.13509,2.67852,-2.16249,-1.14537
Two-Back Task-scenes,subject014,-15,9.2,1,10,1,1,10,10,7.8,1,6.5,2.7,9.2,2,6.7,10,10,-0.130999829,0.464204275,-0.426960277,0.8667,0.89665,-0.56201,0.89657
Two-Back Task-faces,subject014,14,8.2,1,10,1,1,10,10,3.7,1,4.8,3.4,9,1,9.2,7.1,10,-0.025340712,0.386745896,-0.434225517,1.11894,0.04581,-0.68386,1.53377
Two-Back Task-faces,subject014,-9,7.5,1,10,1,1,10,10,3.7,1,5.6,3.4,8.3,2.6,10,1,10,-0.025340712,0.386745896,-0.434225517,0.97837,-0.13339,-0.77134,1.41013
Friend Task,subject014,15,10,10,3.6,1,1,8.8,10,5.7,1,6.7,4,10,1,9.4,2.8,10,0.066229557,0.061472443,0.208842324,0.36895,0.00912,0.82536,1.64515
Friend Task,subject014,-6,8.9,10,1,7,9.9,10,10,6,2.7,6,4,8.4,6.8,10,3.8,10,0.066229557,0.061472443,0.208842324,0.00544,1.02597,1.6427,1.87238
Friend Task,subject014,7,7.2,10,1,7.6,8.6,10,10,6.7,2.4,5.7,4.9,7.3,1,9.6,4,10,0.066229557,0.061472443,0.208842324,-0.28501,0.30336,2.01159,1.73944
You Task,subject014,-15,7.3,6.9,1,6.5,1,10,10,1.9,1.5,6.2,3.8,9,6.6,9.1,10,10,-0.068702623,0.051618542,0.14160951,0.34889,0.26505,1.13175,1.84611
You Task,subject014,12,8.9,6.9,1,7.2,1,9.2,10,1,3.3,6.4,4.4,6.8,10,9.4,10,10,-0.068702623,0.051618542,0.14160951,0.48834,0.48796,1.07861,1.42253
You Task,subject014,-12,8.1,6.8,1,9.2,1,8.7,6.4,8.1,1,7.4,3.7,4,8.1,7.5,10,10,-0.068702623,0.051618542,0.14160951,-0.47287,0.92259,1.156,0.74772
Reading Task,subject014,-7,8.2,1,1,7.1,4.4,9.3,6.5,1.7,1.2,4.7,3.6,8.3,1,9,3.1,10,-0.19586954,-0.014883893,0.326889586,0.40146,-0.73578,0.28734,1.87961
Reading Task,subject014,12,8.8,10,1,7,7.8,8.3,9.5,1,1.7,3.2,4.9,8.3,1,10,1,10,-0.19586954,-0.014883893,0.326889586,0.26727,-0.84752,1.64217,1.98644
Reading Task,subject014,9,10,8,1,1,8.3,8.3,9.7,9.2,8,7,5.3,6.7,6.4,7.7,7.7,10,-0.19586954,-0.014883893,0.326889586,-0.09049,1.79148,0.92651,0.80534
Memory Task,subject014,-7,10,1,1,8,1,10,10,1,1,6.1,7,9.7,1,8.9,10,10,-0.036691414,0.115884583,0.323863964,1.26359,-0.60466,0.68386,2.00287
Memory Task,subject014,10,7.7,10,1,7.7,10,10,1,1,1,6.8,7,8.4,10,10,6.4,10,-0.036691414,0.115884583,0.323863964,0.34955,1.10009,0.33829,2.81059
Memory Task,subject014,6,7.8,1,1,7,1,7.6,3.5,8.7,6.9,7.4,1.1,6.8,1,7.3,8.8,3.2,-0.036691414,0.115884583,0.323863964,-0.8018,0.87257,-0.30188,0.4711
Zero-Back Task,subject014,8,5.9,1,1,1,1,10,1,1,1,6.3,2.4,8,1,10,8.5,6.8,0.092938821,-0.060981931,-0.389395513,-0.27368,0.06223,-1.26319,2.8415
Zero-Back Task,subject014,9,9.5,6.6,1,8.3,1,10,10,10,6.4,8.2,2.9,6.4,1,8.7,7.2,10,0.092938821,-0.060981931,-0.389395513,-0.21025,0.66743,1.83795,0.34691
Zero-Back Task,subject014,-6,8.7,10,1,9,1,9.7,8.3,8.8,10,8.5,1,10,8.9,10,10,9.2,0.092938821,-0.060981931,-0.389395513,0.01154,1.92801,1.62066,0.45189
One-Back Task,subject014,-7,6.1,1,10,1,1,10,10,1,1,6.3,7.6,10,1,10,7.1,6.9,-0.009918255,-0.030028992,-0.537272264,1.40141,-0.05475,-1.09711,2.16165
One-Back Task,subject014,-12,8.8,1,10,9.3,1,10,9.9,1,1,5.9,10,9.4,1,10,1,10,-0.009918255,-0.030028992,-0.537272264,2.20079,-1.09048,-0.02676,1.29108
One-Back Task,subject014,9,9.3,1,10,10,1,9.1,10,1,1,6.1,10,10,1,10,1,10,-0.009918255,-0.030028992,-0.537272264,2.33992,-1.0922,-0.03218,1.22748
Reading Task,subject015,-14,6,2.9,5,9.2,5.1,8.2,7.2,8.8,5.3,2,1,7.2,5,7,1,9.2,-0.19586954,-0.014883893,0.326889586,-0.22187,0.08476,0.66743,-0.15226
Reading Task,subject015,-15,8,7.2,9.1,10,6.8,10,10,5.5,8.4,7.2,4,9,10,8.2,3.1,9.5,-0.19586954,-0.014883893,0.326889586,0.95635,1.40985,0.9399,-0.05083
Reading Task,subject015,-5,7,4.5,6.5,9,3,5.2,8,7.5,7.5,7,4.5,7,8.5,5,6.1,8,-0.19586954,-0.014883893,0.326889586,0.30767,1.02902,0.35753,-0.87184
Memory Task,subject015,15,7.2,5,3,9.5,3,10,8.5,5.6,8.5,2,9,9.1,1,7.5,10,10,-0.036691414,0.115884583,0.323863964,1.01102,-0.34679,1.4171,0.44533
Memory Task,subject015,-15,9,10,2.2,9,2.2,10,10,4.1,8.3,4.5,10,9,1,5.2,6.4,10,-0.036691414,0.115884583,0.323863964,0.89341,-0.65958,2.2572,-0.09903
Memory Task,subject015,-9,6.2,9,2.8,9,3,10,9.3,4.8,4,5,9.5,8,1,5.6,7,10,-0.036691414,0.115884583,0.323863964,0.44943,-0.52578,1.94162,0.55135
Zero-Back Task,subject015,-15,10,1,9,8.5,9.1,10,1,2,10,5,10,9.5,2,5.1,9,10,0.092938821,-0.060981931,-0.389395513,1.93628,0.50881,-0.6209,0.33301
Zero-Back Task,subject015,7,9.3,1.6,9.4,8,10,9.4,2.1,2.5,10,2,9.2,9.1,1.2,5.1,9,10,0.092938821,-0.060981931,-0.389395513,1.74824,0.1993,-0.41108,0.21448
Zero-Back Task,subject015,-12,7,1.3,8.5,8.4,8.7,9.3,1.5,7.6,7.2,5.2,7.6,3.7,2.2,5.8,1.9,10,0.092938821,-0.060981931,-0.389395513,0.39442,0.41517,-0.29209,-0.20989
One-Back Task,subject015,7,7,3.1,8,7.2,6.9,9.7,5.8,7.3,9,7.5,7.3,6.2,7.6,6,1.1,9.3,-0.009918255,-0.030028992,-0.537272264,0.62526,1.10115,0.01039,-0.41676
One-Back Task,subject015,-12,8.3,2.6,8,8,6,10,2,6.8,7.5,6.8,4.5,8,5,6.9,4.3,8.9,-0.009918255,-0.030028992,-0.537272264,0.65031,1.0873,-0.4392,0.217
One-Back Task,subject015,-10,8.6,3.2,9.1,9,7.2,9,2.3,7.4,8.2,5.3,5,7.8,8.5,6,7.4,9.5,-0.009918255,-0.030028992,-0.537272264,0.87646,1.53199,-0.38476,-0.18978
Movie Task-bridge,subject015,-10,10,6.6,8.8,8.7,9,6.5,4.4,7,5,8.2,2.5,8,9,7.6,4,4.2,-0.055046289,0.280933569,0.317858122,0.22149,1.99921,-0.48065,0.43118
Movie Task-bridge,subject015,-10,10,6.6,8.8,8.7,9,6.5,4.4,7,5,8.2,2.5,8,9,7.6,4,4.2,-0.055046289,0.280933569,0.317858122,0.22149,1.99921,-0.48065,0.43118
Movie Task-incept,subject015,12,8.2,5.8,8,7,4.5,5.7,4.5,5.1,6.1,9,3.3,6.7,10,4.5,2.1,5.8,-0.293453447,0.376771714,0.156545561,0.07227,1.28012,-0.47575,-0.57562
Movie Task-incept,subject015,12,8.2,5.8,8,7,4.5,5.7,4.5,5.1,6.1,9,3.3,6.7,10,4.5,2.1,5.8,-0.293453447,0.376771714,0.156545561,0.07227,1.28012,-0.47575,-0.57562
Finger Tapping Task,subject015,13,9.5,1.2,9.2,8.5,7.4,4,2.9,2.4,8.8,5.1,3.6,7.4,9.6,5,2,5.1,-0.090963574,-0.241336366,-0.170440839,0.7969,0.79806,-1.29351,-0.68439
Finger Tapping Task,subject015,-6,8.3,2.4,8.5,8.3,4.8,10,3,2.5,7.1,5,3,6.8,8.2,6,2.6,7.1,-0.090963574,-0.241336366,-0.170440839,0.53763,0.50365,-0.53917,-0.08106
Finger Tapping Task,subject015,14,8.6,2.3,9.1,7,7,6.2,8.5,8.3,9,5.1,3.7,7.4,9,6.1,7.8,8.7,-0.090963574,-0.241336366,-0.170440839,0.76193,1.66581,-0.1763,-0.6141
GoNoGo Task,subject015,10,7.3,4.2,8.1,9.5,7,8.9,3.2,9.2,7.7,6.7,3.8,9,6.8,5.4,5.2,7.8,-0.31702636,0.036362577,-0.159410417,0.35447,1.55865,-0.06154,-0.29172
GoNoGo Task,subject015,6,7.8,2.1,5,5.7,7.6,8.1,6.9,8.6,8,6.5,4.3,5.6,8.1,6.7,6.1,7.5,-0.31702636,0.036362577,-0.159410417,-0.00504,1.63586,-0.10872,0.06704
GoNoGo Task,subject015,-7,4.4,3.1,8,8.3,5.3,9,5.2,4.1,8,5.3,4.7,8,8.9,6.2,2.9,8.8,-0.31702636,0.036362577,-0.159410417,0.52411,0.699,-0.13677,-0.12131
Two-Back Task-scenes,subject015,14,7.5,3.3,7.3,10,5.4,8.1,9.1,7.7,8.7,7.4,9,8.7,9.4,7.2,1.9,7.5,-0.130999829,0.464204275,-0.426960277,1.15467,1.08932,0.29167,-0.34849
Two-Back Task-scenes,subject015,12,6.3,3.7,8.2,8.3,8.2,8.9,9.3,8.9,8.7,5.1,7.6,8.3,8.7,5.4,3,7.6,-0.130999829,0.464204275,-0.426960277,0.70926,1.22416,0.41007,-0.54244
Two-Back Task-faces,subject015,6,7.2,7.7,9,7.8,4.2,6.1,8.4,8,9,4.6,6.8,8.2,8.5,6.4,3.7,8.3,-0.025340712,0.386745896,-0.434225517,0.80787,0.9099,0.48559,-0.80785
Two-Back Task-faces,subject015,-5,8.6,4.7,7.4,7.6,1.8,8,7.9,6.3,7.6,5.5,5,7.3,6.9,6.6,3.5,8.2,-0.025340712,0.386745896,-0.434225517,0.67864,0.47243,0.31413,-0.50232
You Task,subject015,12,7.6,1,5.4,8,2.3,3,6.9,5.4,6.8,5,4,8.7,2.4,8.2,10,6.5,-0.068702623,0.051618542,0.14160951,0.66577,0.42419,-0.48039,0.34516
You Task,subject015,-14,8.4,1.1,8.3,6.6,3.1,3.1,8.6,6.3,7.6,6.9,2.9,8,3,7.6,10,9.1,-0.068702623,0.051618542,0.14160951,0.88253,0.97595,-0.43462,-0.13705
You Task,subject015,-11,8,1,8,8.6,2.4,4.2,9.1,5.2,7,6.3,3.6,8,2,7.8,10,9.4,-0.068702623,0.051618542,0.14160951,1.0117,0.49733,-0.04983,-0.03952
Friend Task,subject015,-5,7.4,10,7,7.9,2.8,6,4.4,4.9,8.6,5.3,2.3,7.7,1.6,6.4,1.9,8.5,0.066229557,0.061472443,0.208842324,0.0146,-0.02514,0.76929,-0.54064
Friend Task,subject015,15,8.3,10,7.7,7.3,3.6,5.6,8.8,6.6,8,4.5,3.2,8.1,1.8,7.8,1.6,8.3,0.066229557,0.061472443,0.208842324,0.31347,0.08911,1.04143,-0.39911
Friend Task,subject015,12,8.3,10,8.5,8.7,7.5,4.2,8.5,6.7,8.4,4.7,2.7,7.7,2.1,6.7,1.3,8.5,0.066229557,0.061472443,0.208842324,0.23377,0.3817,1.08787,-0.67629
Hard Math Task,subject015,-9,8.9,1,9.2,9.1,8.2,2.6,2.1,5.6,8.2,4.4,9,9.1,1,4.5,1,9.7,-0.275798122,0.402380589,-0.407389088,1.51384,-0.16871,-0.83238,-0.68568
Hard Math Task,subject015,12,7.8,1,9.3,7.7,7.6,3.1,2,4.5,8.1,2,8.4,9.1,2.5,4.2,1.5,9.5,-0.275798122,0.402380589,-0.407389088,1.40273,-0.38829,-0.98322,-0.64187
Hard Math Task,subject015,-15,8.8,1.7,9.4,9.1,7.4,3,8,5,8.7,3.8,9.1,8.4,1.5,4.8,1,9.3,-0.275798122,0.402380589,-0.407389088,1.5597,-0.40432,-0.05814,-0.95675
Easy Math Task,subject015,-10,9.2,1.1,8.7,8.3,8.2,2.3,9.8,4.8,9.1,4.3,9,9.7,8.7,4.9,1.5,9.8,-0.124954138,0.332221971,-0.020870498,1.8663,0.40715,-0.3076,-0.93664
Easy Math Task,subject015,-6,9.4,1.5,10,8.7,9,2,9.7,6.2,9.3,3.8,9.2,9.2,2,5.3,1.2,10,-0.124954138,0.332221971,-0.020870498,1.81487,-0.0584,-0.04139,-0.98371
Easy Math Task,subject015,13,9.5,1.4,10,9.6,7,5.7,9.3,4.9,8.9,4,9.4,8.5,2.4,4.9,1.5,10,-0.124954138,0.332221971,-0.020870498,1.81262,-0.30762,0.241,-0.94483
Zero-Back Task,subject016,6,8,2.5,5,5,1,4,3.5,2,3.5,1.5,8,3,2,7,1,6,0.092938821,-0.060981931,-0.389395513,0.25075,-1.4336,-0.77786,0.24054
