Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Memory Task,sub026,-5,6.00000000000001,2,3.60000000000001,6,10,3,6.70000000000001,6.79999999999999,2,8,6.40000000000001,1.8,7,2.2,7,7,-.036691414,.115884583,.323863964,-.839761938880912,.643254196016286,-.0655266394761232,.496615628301919
Memory Task,sub026,6,2,4,4.30000000000001,7,3,8,8.4,3.4,6,5.3,10,2,4.60000000000002,7.59999999999999,8.69999999999999,7,-.036691414,.115884583,.323863964,-.137561105618717,-.1394373840518,.636735800964623,-.559835059945858
Memory Task,sub026,-8,9,7.4,2.3,6,2,8.79999999999999,6,9,6,4,5.7,8,5.9,8.09999999999999,7,9,-.036691414,.115884583,.323863964,.146992769643291,.654435081900641,.820593292061442,-.254921794746624
Reading Task,sub026,13,8,8.20000000000001,6.80000000000001,9.09999999999999,3,4,3,10,8,9,7.30000000000001,5,10,6.3,4.60000000000001,7.69999999999999,-.19586954,-.014883893,.326889586,-.019255369126702,1.02176107615292,.00991296388792477,1.42649821926525
Reading Task,sub026,5,3,3,10,7,8.29999999999999,4.00000000000001,7,7.1,4.60000000000001,7,6,2.60000000000001,8.39999999999999,5.00000000000001,7,6.70000000000001,-.19586954,-.014883893,.326889586,-.342345108648102,.782008077066385,-.348250198838806,1.03012844419183
Reading Task,sub026,-12,2,8,6,5,3.6,4,2,2,4,3,3,6,4,2,5,8,-.19586954,-.014883893,.326889586,-.839319818368814,-.820327666762361,.112106485789246,.0176017777891756
Finger Tapping Task,sub026,-5,5,2.5,9,4,5,7.89999999999999,5,4,8,7.50000000000001,9,4.10000000000002,9.5,3,7,3,-.090963574,-.241336366,-.170440839,.204849398437209,.806807347809836,-1.19779383968563,1.24714980802932
Finger Tapping Task,sub026,-11,6,2.30000000000002,8,6,4,7.49999999999999,7,4.3,10,4,7,2,3,5,6,10,-.090963574,-.241336366,-.170440839,.0322381826315123,-.783075972162833,.58669034254514,.957037786164157
Finger Tapping Task,sub026,13,10,4.10000000000001,8,3.5,8.00000000000001,3,6.10000000000001,5.1,8,9,6.50000000000001,3,10,2.70000000000002,7,9,-.090963574,-.241336366,-.170440839,.0983342478582425,.799177863710389,-.313168579863399,1.78743363310687
GoNoGo Task,sub026,-14,4.1,3,6,3.30000000000001,1.9,8.39999999999999,7,7,3,5.5,7,3,5.8,3.70000000000001,8,5,-.31702636,.036362577,-.159410417,-.660664989374845,.16145178776401,-.184761422334153,.273770909382818
GoNoGo Task,sub026,6,5,5,6,5,10,10,10,8,5,9,9,4,9,8,5,10,-.31702636,.036362577,-.159410417,.368048932622662,1.88483184986994,.178605980272352,-.0413310536627053
GoNoGo Task,sub026,8,7,3.70000000000002,3,3.4,5.70000000000002,8,4,9,3,6.2,3,4,8,1.70000000000002,2,5,-.31702636,.036362577,-.159410417,-1.14858601571246,.895893785891085,-.782972042044344,.62932403969173
Finger Tapping Task,subject001,9,6.00000000000001,1.80000000000001,2.8,3.3,7.39999999999999,2.70000000000002,2,3.40000000000001,7.89999999999999,3.4,2.3,8.1,7.59999999999999,8.39999999999999,8.3,4.80000000000001,-.090963574,-.241336366,-.170440839,.0756437169994474,.99508534527445,-1.23304233942351,-.183039842703362
Finger Tapping Task,subject001,7,5.4,6.5,7.2,9.19999999999999,2.7,5.10000000000001,6.1,6.6,5.9,4.80000000000001,7.40000000000001,8.69999999999999,5.00000000000001,5.1,7.79999999999999,7,-.090963574,-.241336366,-.170440839,.318343143325271,-.141728165884581,.715426483826026,.502548947710689
Finger Tapping Task,subject001,9,7.30000000000001,3.2,4.20000000000001,6.8,3.10000000000002,6.5,3.10000000000001,3.20000000000002,6.3,6,3.3,4.10000000000001,2.8,5,5.2,8.29999999999999,-.090963574,-.241336366,-.170440839,-.378872769195313,-.321195877178006,.110213211814908,.179272493884764
GoNoGo Task,subject001,10,6.79999999999999,5,6.9,6.70000000000001,3.60000000000001,4.8,2.90000000000001,6.70000000000001,7.49999999999999,7.49999999999999,6.6,7.80000000000001,6.5,3.5,7.2,3.1,-.31702636,.036362577,-.159410417,-.04804159386688,.598255541973899,-.561356008033954,1.1249781519287
GoNoGo Task,subject001,-12,7.59999999999999,2.60000000000001,6.6,7.40000000000001,3.4,4.1,5,5.40000000000001,7,4.7,4.60000000000001,7.09999999999999,3.00000000000001,7.70000000000001,7.10000000000001,7.49999999999999,-.31702636,.036362577,-.159410417,.404108816431586,-.142576652764476,.104676570749072,.333920797517404
GoNoGo Task,subject001,-14,5.60000000000002,3,3.60000000000001,6.6,3.6,3.50000000000001,4.70000000000002,7,7.3,4.4,4.8,3.80000000000002,2.80000000000002,5.1,6.9,5.3,-.31702636,.036362577,-.159410417,-.865518209132075,-.35995189815483,.20394595041547,.485455113385923
Friend Task,subject001,-8,6.7,9.4,7.89999999999999,7,3,6.20000000000001,6.89999999999999,6.30000000000001,7.60000000000001,5.9,5,7.2,4.10000000000001,4.80000000000001,5.4,9.49999999999999,.066229557,.061472443,.208842324,-.0997791772159815,-.121254858472367,1.12277822007947,.75820569383404
Friend Task,subject001,14,8.3,9.9,7.29999999999999,8.79999999999999,2.5,2.3,8.99999999999999,6.1,5.30000000000001,6,8.89999999999999,8.99999999999999,5.3,4.4,2.8,10,.066229557,.061472443,.208842324,.775281997330514,-.644103420323847,1.31674288105571,.694641544523056
Friend Task,subject001,-12,5.00000000000002,7.29999999999999,3.60000000000001,9.3,3,4,9.39999999999999,6.3,6,5.50000000000001,5.1,5,6.6,4.70000000000002,3.40000000000002,5.2,.066229557,.061472443,.208842324,-.797289851626778,-.173926304978901,.930059932977523,.424600405505878
You Task,subject001,-13,8,7.2,3,7.49999999999999,6.7,5.6,5.10000000000002,3.1,5.5,2.8,5.30000000000001,3.8,5.00000000000001,5.00000000000001,7.69999999999999,8.69999999999999,-.068702623,.051618542,.14160951,-.305693768234791,-.131159333745052,.860000497778497,-.266924989405661
You Task,subject001,5,7.69999999999999,6.10000000000001,3.9,7.49999999999999,3.50000000000002,2.8,7.9,6.3,5.20000000000001,5.10000000000001,3.8,6.90000000000001,3.7,5.7,8.89999999999999,7.3,-.068702623,.051618542,.14160951,-.444801327054619,-.148775690291862,1.11745671433952,.187934630596329
You Task,subject001,-5,7.49999999999999,6.9,3.2,6.90000000000001,2.3,3.7,7.1,7,3.40000000000001,6.6,8.10000000000001,4.1,4,5.50000000000001,8.39999999999999,5.5,-.068702623,.051618542,.14160951,-.473890384119765,-.0228006906465309,.772380161232498,-.0804310183549706
Movie Task-incept,subject001,12,7.99999999999999,7,10,7.79999999999999,8,7.89999999999999,9,7.40000000000001,8.19999999999999,7,7.40000000000001,9,7.19999999999999,5,4.80000000000002,7.19999999999999,-.293453447,.376771714,.156545561,.803253146751486,1.02465426654433,.422194129677355,1.14324036206615
Movie Task-incept,subject001,12,7.99999999999999,7,10,7.79999999999999,8,7.89999999999999,9,7.40000000000001,8.19999999999999,7,7.40000000000001,9,7.19999999999999,5,4.80000000000002,7.19999999999999,-.293453447,.376771714,.156545561,.803253146751486,1.02465426654433,.422194129677355,1.14324036206615
Movie Task-bridge,subject001,-5,4.80000000000001,6,3.1,6.30000000000001,7.90000000000001,8,5.7,6.5,5.8,3.7,4,4.00000000000001,4.50000000000001,5,6.1,4.20000000000001,-.055046289,.280933569,.317858122,-1.06819798939527,.659166954661924,.205543775404938,-.209963111998012
Movie Task-bridge,subject001,-5,4.80000000000001,6,3.1,6.30000000000001,7.90000000000001,8,5.7,6.5,5.8,3.7,4,4.00000000000001,4.50000000000001,5,6.1,4.20000000000001,-.055046289,.280933569,.317858122,-1.06819798939527,.659166954661924,.205543775404938,-.209963111998012
Easy Math Task,subject001,11,8.00000000000001,2.1,9,3.00000000000001,2.10000000000001,3.10000000000001,7.40000000000001,1.9,4,2.40000000000001,3.00000000000001,8.79999999999999,7.1,8,1,10,-.124954138,.332221971,-.020870498,1.36491822276814,-.518823884696689,-.746946762829565,.154344002997611
Easy Math Task,subject001,-6,7.8,1,9.39999999999998,7.9,2.80000000000001,1.6,7,7.29999999999999,8.99999999999999,7.29999999999999,5,8.99999999999999,6.4,2,3.7,9.89999999999998,-.124954138,.332221971,-.020870498,.524062280038109,-.635478064124608,.237260922899476,2.35495903052774
Easy Math Task,subject001,-15,6.9,2.00000000000001,9.29999999999999,7,3.3,2.3,4.5,6.8,7.1,7.39999999999999,3,4.10000000000001,2.4,4.20000000000001,3.3,9.4,-.124954138,.332221971,-.020870498,-.317369540999868,-.632570597035194,.0320420586348947,1.53322218660916
Hard Math Task,subject001,13,6.50000000000001,6.40000000000001,8.79999999999999,8.69999999999999,2.8,2.20000000000002,7.09999999999999,6.4,7.09999999999999,7,7.39999999999999,9.29999999999999,6.79999999999999,2.60000000000001,8.1,6.2,-.275798122,.402380589,-.407389088,.300137492012415,-.157511522766231,.605126904720051,1.50234784948979
Hard Math Task,subject001,8,6.99999999999999,3.40000000000001,9.29999999999999,8.79999999999999,2.70000000000001,6.4,2.8,6.3,7.19999999999999,7.6,7.69999999999999,8.99999999999999,8.99999999999999,3.2,8.19999999999999,5.7,-.275798122,.402380589,-.407389088,.738609314171214,.589971138371643,-.51377547890238,1.53180585437134
Hard Math Task,subject001,-6,6.4,3.3,8.4,3.9,2.50000000000002,2.7,5,7.30000000000001,7.99999999999999,6.2,3.4,8.1,6.6,4,5.00000000000001,9,-.275798122,.402380589,-.407389088,.0385405184120814,-.0739269526030875,-.242595773540684,1.58146316113966
Zero-Back Task,subject001,7,7,2.70000000000002,8.29999999999999,6.70000000000001,1.2,8.59999999999999,7.19999999999999,6.60000000000001,6.2,5.10000000000001,5.1,4,3.80000000000001,5.10000000000001,3.1,8.50000000000001,.092938821,-.060981931,-.389395513,.0186293965918507,-.47486078894156,.280891523267315,.842148329632046
Zero-Back Task,subject001,-15,6.7,2.70000000000002,7.9,4,3.40000000000002,3.80000000000001,5.8,3.7,8.30000000000001,5,5.50000000000002,4,6.9,5.3,2.9,8.09999999999999,.092938821,-.060981931,-.389395513,.263373953794728,-.338880340074697,-.526791106245243,1.0566023881414
Zero-Back Task,subject001,13,3.80000000000001,2.80000000000001,7.30000000000001,7.10000000000001,2.5,4.40000000000001,3.90000000000001,3,8,4.10000000000001,5.10000000000001,2.8,4.1,5,5.10000000000001,7.20000000000001,.092938821,-.060981931,-.389395513,-.334741871651648,-.839888167470986,-.109240861578423,.697347600337846
One-Back Task,subject001,-10,9.09999999999999,2.50000000000001,8,6.3,2.50000000000001,8.29999999999999,7.89999999999999,3.1,7.79999999999999,3,9.39999999999999,8.49999999999999,8,6.2,1.8,8.29999999999999,-.009918255,-.030028992,-.537272264,1.82870560139682,-.293985206071266,-.300816903598575,.587661106739339
One-Back Task,subject001,7,7.99999999999999,1.4,7.69999999999999,7.79999999999999,2,8.29999999999999,8.50000000000001,3.50000000000001,9,1.7,7.89999999999999,8.79999999999999,8.19999999999999,4.40000000000001,1,7.89999999999999,-.009918255,-.030028992,-.537272264,1.43937659238509,-.734680475366572,-.0619867809395352,1.03511501786768
One-Back Task,subject001,-14,6.2,2.1,8.59999999999999,9.6,2.1,8.89999999999999,8.69999999999999,3.20000000000002,9.79999999999999,1.9,6.7,8.20000000000001,7.49999999999999,3.70000000000001,2.6,8.99999999999999,-.009918255,-.030028992,-.537272264,1.02855651655184,-.914027543135473,.513075541048631,1.22532314989012
Memory Task,subject001,-12,5.2,2.50000000000001,2,6.7,2.10000000000002,6.7,8.99999999999999,4.10000000000001,2,5.4,5.70000000000002,3,2.5,5.3,6.99999999999999,6.8,-.036691414,.115884583,.323863964,-.668171879657025,-.542294383541765,.794585184183565,-.668146102205715
Memory Task,subject001,-8,3.50000000000001,6.20000000000001,4.20000000000001,7.89999999999999,3.00000000000001,7.69999999999999,7,4.20000000000001,3.2,5.20000000000001,5.20000000000001,4.1,2.4,6.20000000000001,8,8.59999999999999,-.036691414,.115884583,.323863964,-.616036065096072,-.261090285516009,1.11443507635485,-.689076058065061
Memory Task,subject001,-15,4.20000000000001,7.8,1.6,8.2,2.1,6.80000000000001,9.59999999999999,7.29999999999999,2.8,6.99999999999999,6.9,2.5,2.60000000000001,6,7.7,6.8,-.036691414,.115884583,.323863964,-1.21697842664374,-.0690438724817715,1.6138461524392,-.637093626019406
Reading Task,subject001,-13,4.50000000000001,2.6,2,9.39999999999999,2,2.4,3.50000000000001,5,9.29999999999998,3.00000000000002,5,3.40000000000001,3.3,5.1,1.7,5.40000000000001,-.19586954,-.014883893,.326889586,-.774699108822111,-1.16642307804264,.105311770670181,.525730560979102
Reading Task,subject001,-8,4.80000000000002,2.9,4.30000000000001,2.4,2.1,3.50000000000001,2.90000000000001,6.20000000000001,7.99999999999999,6.7,5.30000000000002,1.60000000000001,7.09999999999999,4.3,3.30000000000001,1.9,-.19586954,-.014883893,.326889586,-1.09740429833648,.229709660468843,-1.35259336243724,.966276862738266
Reading Task,subject001,-6,6.10000000000001,2.90000000000002,1.80000000000001,8,3.10000000000001,3.7,4.20000000000001,7.79999999999999,8.89999999999999,5.60000000000001,6,2,2.1,5,4.9,6,-.19586954,-.014883893,.326889586,-1.06836049030859,-.544460613195812,.440077352964613,.649337669067348
Two-Back Task-scenes,subject001,-15,9,2.9,8.99999999999999,2.70000000000002,2,10,9.09999999999999,4.1,10,2,4.90000000000001,9.49999999999999,4.4,3.6,4,9.3,-.130999829,.464204275,-.426960277,.936840071887232,-.666719318086386,.337906484402123,1.12217589748571
Two-Back Task-scenes,subject001,14,8,3.2,8.69999999999999,3.9,8.7,9.09999999999998,10,6.20000000000001,7.9,5.00000000000001,8,9,4.9,4.3,8.89999999999999,9.29999999999999,-.130999829,.464204275,-.426960277,.962268404240307,.609940334860203,.551309608213334,.762642464735734
Two-Back Task-faces,subject001,-12,7.8,9.19999999999999,9.1,1.3,2.2,9.49999999999999,3,2.90000000000001,8.30000000000001,4.10000000000002,6.70000000000001,9.29999999999999,7.4,6.00000000000001,3.50000000000001,7.9,-.025340712,.386745896,-.434225517,1.08278602949932,.482826195428396,-.692182827907106,.341165416029944
Two-Back Task-faces,subject001,8,7.99999999999999,9.3,8.30000000000001,3,2,8.29999999999999,8.79999999999999,2.4,8.59999999999999,3.90000000000002,8.69999999999999,9.29999999999999,9,6.1,2.4,8,-.025340712,.386745896,-.434225517,1.35088102029008,.129164978682894,.0803039059792188,.401148455591456
You Task,subject002,-14,4.40000000000002,7.59999999999999,3.8,6.9,2.30000000000002,3.2,8.09999999999999,1,3.60000000000001,4.90000000000002,7.40000000000001,3,2.7,5.00000000000001,8.49999999999999,6.9,-.068702623,.051618542,.14160951,-.533335433768963,-.964421288318986,1.15110957166176,-.606114564813319
You Task,subject002,-5,8.20000000000001,6,2.00000000000001,4.40000000000001,2.1,7.99999999999999,6.9,2.1,5.10000000000001,5.2,7.59999999999999,6.6,1.9,5.3,8.09999999999999,7.7,-.068702623,.051618542,.14160951,.188710582342251,-.370200997699354,.830640696935262,-.748231858079104
You Task,subject002,13,8.89999999999999,7.09999999999999,2.10000000000002,5.9,1.8,6.5,6.69999999999999,1.7,2,5.60000000000002,6.79999999999999,6.4,1.5,5.8,6.2,8.69999999999999,-.068702623,.051618542,.14160951,.255147082721627,-.549643143238757,.945089538336836,-1.09582925893834
Friend Task,subject002,6,4.8,3.3,3.3,5,2.3,8.39999999999999,9.5,2,2.7,5.50000000000001,7.40000000000001,7.99999999999999,3.3,7.89999999999999,2.50000000000001,6.99999999999999,.066229557,.061472443,.208842324,.729224212478349,-.140316242352606,.0898377195655756,-1.23769587736133
Friend Task,subject002,-13,6,5.8,3.00000000000001,5.90000000000001,3.6,7.19999999999999,7.8,2.4,2.6,3.7,6.40000000000001,7.90000000000001,3.20000000000002,7.30000000000001,5.40000000000002,4.60000000000001,.066229557,.061472443,.208842324,.311725424589587,.0126623730280342,.216152798626308,-1.26537777528485
Friend Task,subject002,7,7.00000000000001,6.5,2.2,4.7,2.5,8.50000000000001,8.89999999999999,3.10000000000002,2.2,4.5,9.09999999999999,8.6,2.80000000000001,7.3,2.3,5.1,.066229557,.061472443,.208842324,.746792563412105,-.0512145110319002,.209165198203447,-1.44165040628908
Hard Math Task,subject002,-9,6.80000000000001,1.90000000000001,9,1.6,2.9,2.3,2.3,3,1.6,2,5.2,5.2,2.00000000000001,5.00000000000001,2.60000000000002,4,-.275798122,.402380589,-.407389088,.383956804831396,-.860124173013209,-1.60514569466881,-.0465645256287417
Hard Math Task,subject002,-15,3,1.4,7,2.40000000000001,1,1.40000000000001,3.4,1,1,2.90000000000001,2.6,5.50000000000001,2,5.5,1,5.60000000000002,-.275798122,.402380589,-.407389088,-.108476787309396,-1.25519729958464,-1.27927082841254,-.465507788381248
Hard Math Task,subject002,-7,2.6,6.70000000000001,6.7,4.20000000000002,3.3,6.99999999999999,1.2,1.2,3.50000000000002,5.1,5.3,5.20000000000001,2.1,5.10000000000001,1.6,3,-.275798122,.402380589,-.407389088,-.314966620460164,-.159484431860794,-1.11672132744856,-.677612617754291
Easy Math Task,subject002,15,4,6.49999999999999,5.00000000000002,5.90000000000001,1.20000000000002,7.30000000000001,5,6.40000000000001,5.1,4.60000000000001,5.30000000000002,6,6.1,5.70000000000001,5.70000000000001,5.1,-.124954138,.332221971,-.020870498,-.488243381729838,.201081144770434,.00687493954369289,.0352498414085845
Easy Math Task,subject002,10,6.40000000000001,6.3,6.00000000000001,5.10000000000001,1,5,4.30000000000002,5.70000000000001,5.10000000000001,3.9,7.4,5.1,6.20000000000001,5.9,4.90000000000002,4.00000000000001,-.124954138,.332221971,-.020870498,.00681738759864629,-.0812632151592621,-.450949668814876,.203126543259399
Easy Math Task,subject002,6,4.7,6.99999999999999,5.00000000000001,2.6,1,3.3,5.40000000000002,4.40000000000001,3.40000000000001,6.1,6.4,8.00000000000001,3.9,5.50000000000001,5,5.4,-.124954138,.332221971,-.020870498,-.0547603437909216,-.165692347934212,-.240324017637681,-.295708001706899
Finger Tapping Task,subject002,-9,1.20000000000002,1.5,3.3,1.2,4,2,4.20000000000001,1.50000000000001,2.4,5.00000000000001,5.3,2.80000000000001,2.30000000000002,6.5,4.5,4.10000000000001,-.090963574,-.241336366,-.170440839,-.690745349631441,-.431055252445317,-1.1592655093017,-.957116506954745
Finger Tapping Task,subject002,-15,3.20000000000001,2.90000000000001,3.50000000000001,1.7,2.80000000000001,3.00000000000002,1.50000000000001,2.2,1.80000000000001,2.80000000000001,2.9,2,1.7,5.8,3.30000000000002,2,-.090963574,-.241336366,-.170440839,-1.10256911975142,-.567466166560188,-1.42273495760606,-.895263076214136
Finger Tapping Task,subject002,14,4,1.4,5.6,4.60000000000002,7.19999999999999,2,2.2,2.4,4.40000000000001,5.00000000000001,4.90000000000001,3.1,4.40000000000001,4.10000000000001,2,4.9,-.090963574,-.241336366,-.170440839,-.360411137219361,-.260996128393747,-1.31646022612039,.167381840942493
GoNoGo Task,subject002,-13,2.6,2,3,3.60000000000001,2,1,4.3,1.90000000000002,3.3,3.10000000000001,3,5.40000000000001,3.10000000000002,5.1,4.90000000000001,3.80000000000001,-.31702636,.036362577,-.159410417,-.748074047611501,-.887990174974386,-.697476119189237,-.480080825290886
GoNoGo Task,subject002,11,6,5.50000000000001,3.3,5.90000000000001,5.3,3.4,4.10000000000001,6,3.4,5.10000000000001,4.4,2.2,3.7,4.40000000000001,3.20000000000001,7.00000000000001,-.31702636,.036362577,-.159410417,-.977289156138553,-.221502940084009,.0600543138981581,-.00216403192908173
GoNoGo Task,subject002,-14,3.2,3,4.10000000000001,4.00000000000001,3.30000000000001,3,5.3,6.10000000000001,3.70000000000001,4.9,4.00000000000001,5.50000000000001,4,4.4,2.90000000000001,4.60000000000001,-.31702636,.036362577,-.159410417,-.795966077341421,-.280265305974555,-.537752175648963,.089642086312992
