Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Zero-Back Task,subject002,-5,3.50000000000002,6,5.40000000000002,3.4,3.6,2.2,4.10000000000001,3.6,4.10000000000001,5.00000000000002,4.80000000000001,3,3.3,4.50000000000001,4.80000000000001,5.00000000000001,.092938821,-.060981931,-.389395513,-.913645031370289,-.455213359222359,-.355606697804824,-.0354595067917223
One-Back Task,subject002,13,5.50000000000001,4.1,2.2,3.9,4.90000000000002,4.8,5.30000000000002,3.4,5.00000000000002,6.2,4.4,6.20000000000001,4.1,2.3,5.00000000000001,5.40000000000001,-.009918255,-.030028992,-.537272264,-.719002492130803,-.104225225238602,-.0912897847361573,.0572212113795246
One-Back Task,subject002,10,4.40000000000001,5.00000000000002,2.7,4.80000000000001,3.7,3.1,5.10000000000001,4,4.60000000000001,4.00000000000001,5.70000000000001,4.3,2.80000000000001,2.7,5.9,3.5,-.009918255,-.030028992,-.537272264,-1.0054392183114,-.662504069131231,.0406904618679089,-.0531581483056021
One-Back Task,subject002,10,2.90000000000001,5.8,2.5,4,3.80000000000001,3.2,3,4.70000000000002,4.2,3.5,3.40000000000001,3.3,3.2,3.8,3.90000000000002,3.7,-.009918255,-.030028992,-.537272264,-1.45065000670298,-.428349251968753,-.365670437864444,-.251260257500115
Two-Back Task-scenes,subject002,-11,3.5,3.8,4.60000000000002,3.7,4.50000000000002,3,3.7,3.80000000000001,3,2.4,2.7,3.1,3.60000000000002,2.1,1.9,4.30000000000002,-.130999829,.464204275,-.426960277,-1.19679181847111,-.828459545682723,-.656210359568754,.106557595638285
Two-Back Task-scenes,subject002,-15,5.9,3,4.1,4.6,5.70000000000001,5.8,7.00000000000001,6.4,7,5,5,8,5,4.4,4,4.4,-.130999829,.464204275,-.426960277,-.181819674856115,.333555972876854,-.275417785963858,.40658151231691
Two-Back Task-faces,subject002,-9,5.70000000000001,4.30000000000001,4.5,4.6,4.3,3.90000000000001,5.90000000000001,5.70000000000001,5.3,4,5.20000000000001,5.10000000000001,5.40000000000001,4.8,5.30000000000002,3.7,-.025340712,.386745896,-.434225517,-.507318145335513,.0253886448219932,-.337914375519602,.233923012184664
Two-Back Task-faces,subject002,-9,3.3,2.2,4.8,4.5,4.60000000000002,5.10000000000001,3,4.40000000000002,3.6,5.90000000000001,5.20000000000002,3.8,4.6,1.2,3,2.1,-.025340712,.386745896,-.434225517,-.972057284669489,-.154274549623628,-1.11102158494394,.410815661193823
Movie Task-bridge,subject002,-8,5.10000000000001,5.10000000000001,3.8,3.8,5.10000000000002,7,5.60000000000001,3.6,3.7,4.2,3.3,6,3,6.00000000000001,4.2,5.2,-.055046289,.280933569,.317858122,-.458123620980384,.193277623106775,-.234351574286581,-.713896602039278
Movie Task-bridge,subject002,-8,5.10000000000001,5.10000000000001,3.8,3.8,5.10000000000002,7,5.60000000000001,3.6,3.7,4.2,3.3,6,3,6.00000000000001,4.2,5.2,-.055046289,.280933569,.317858122,-.458123620980384,.193277623106775,-.234351574286581,-.713896602039278
Movie Task-incept,subject002,12,4.3,5.10000000000001,4.2,4.40000000000001,4.60000000000001,2.2,4.70000000000002,4.40000000000001,4,5,6.70000000000001,4.50000000000001,4.40000000000002,2.6,5.20000000000001,5,-.293453447,.376771714,.156545561,-.657939047788356,-.447585703910227,-.204176534262602,.197411788252153
Movie Task-incept,subject002,12,4.3,5.10000000000001,4.2,4.40000000000001,4.60000000000001,2.2,4.70000000000002,4.40000000000001,4,5,6.70000000000001,4.50000000000001,4.40000000000002,2.6,5.20000000000001,5,-.293453447,.376771714,.156545561,-.657939047788356,-.447585703910227,-.204176534262602,.197411788252153
Two-Back Task-scenes,subject003,10,9.1,1,7.90000000000001,1,1,8,5.00000000000001,3.00000000000001,1,3.10000000000001,6.9,7.40000000000001,1,6.5,1,5.00000000000002,-.130999829,.464204275,-.426960277,1.22046952154391,-.565180389392328,-1.37167996832522,-.645856854616621
Two-Back Task-scenes,subject003,15,10,1,7.6,8.49999999999999,1,10,6.69999999999999,1,2.80000000000001,1,7.69999999999999,7.79999999999999,1,7.99999999999999,1,5.40000000000002,-.130999829,.464204275,-.426960277,1.79222016312395,-1.01254659377811,-.383801507713425,-.848222295770346
Two-Back Task-faces,subject003,9,10,6.6,6.60000000000001,9,1,10,1,1,4,1,6.79999999999999,2.4,1,5.00000000000001,1,3.5,-.025340712,.386745896,-.434225517,.294065579575463,-1.08419112250762,-.371011656695402,-.494087673649878
Two-Back Task-faces,subject003,-14,10,1,6.70000000000001,10,1,9.2,4,1,2,1,7.7,5.20000000000001,7,6.90000000000001,1,2.70000000000001,-.025340712,.386745896,-.434225517,1.40876192735928,-.464210071955724,-1.20086573322207,-.460805326254865
Hard Math Task,subject003,-6,8.79999999999999,2.5,10,7.00000000000001,1,1,6.60000000000001,1,1,1,8,10,1,10,1,5.00000000000002,-.275798122,.402380589,-.407389088,2.20571982699597,-1.31615210640207,-.822936978260798,-.846049008922789
Hard Math Task,subject003,-13,10,1,10,1,1,1.9,6.5,4,3.9,1,8.69999999999999,8.59999999999999,1,10,1,7.50000000000001,-.275798122,.402380589,-.407389088,2.14027044890264,-1.11717741705894,-1.14168584066109,-.250167468256674
Hard Math Task,subject003,-7,3.5,1.00000000000001,7.1,6,1,1,1,1,2.80000000000001,1.50000000000002,7.49999999999999,10,1.10000000000001,7,2.40000000000001,5.7,-.275798122,.402380589,-.407389088,1.28801356746834,-1.43859773552582,-1.25500988003118,-.660393933445073
Easy Math Task,subject003,-8,7.1,2.60000000000001,4,7.9,1,8,3,1,5.1,3,7.89999999999999,7.8,1,5,1,6.79999999999999,-.124954138,.332221971,-.020870498,.918707984369348,-1.20862142066528,-.221610822220559,-.548469026681483
Easy Math Task,subject003,13,5.90000000000001,1,7.30000000000001,10,1,1,1,1,3.1,1,8.29999999999999,7.99999999999999,1,6.59999999999999,1,7.39999999999999,-.124954138,.332221971,-.020870498,1.47008317469296,-1.92084590533342,-.707651682165223,-.349261684299755
Easy Math Task,subject003,10,2,10,4,6,1,9,8,5.1,4,1,7.09999999999999,8,1,3,1,4.90000000000001,-.124954138,.332221971,-.020870498,-.574854769433749,-1.14487381517598,.99558272225137,-.700207240394885
GoNoGo Task,subject003,8,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,-.31702636,.036362577,-.159410417,-2.73497071485091,-1.24442987471165,-1.25157690583959,.152709073033961
GoNoGo Task,subject003,14,2.4,2.80000000000001,6.5,8.3,1,8.89999999999999,1.20000000000002,5.50000000000001,2.1,2.60000000000002,4,4.7,1.00000000000002,2,1.80000000000001,7.9,-.31702636,.036362577,-.159410417,-.662638353698578,-1.23650651966725,-.0795162340333197,.0700312615621157
GoNoGo Task,subject003,8,1,1.1,1,1,1,1.7,2.60000000000002,8.29999999999999,10,7.69999999999999,1,1,1,1.10000000000002,1,1,-.31702636,.036362577,-.159410417,-2.91600011019361,-.695918839644578,-.935234620626729,1.31067118129261
Finger Tapping Task,subject003,8,6.2,1,3,6,1,7,1,3,2,1,1,5.8,1,6.7,1,1,-.090963574,-.241336366,-.170440839,-.446538364986578,-.577658136250989,-1.37068500659615,-1.00165167048607
Finger Tapping Task,subject003,-15,5.70000000000001,1,1,1,1,8.29999999999999,6.20000000000001,7.1,7.39999999999999,1.3,1,1,1,1,1,6.99999999999999,-.090963574,-.241336366,-.170440839,-1.95623902550266,-1.38572811967604,.231526455606176,.627607884120753
Finger Tapping Task,subject003,-9,3.1,3.50000000000001,1,1,2.3,1,1,8.79999999999999,8.19999999999999,1,1,1,1,1,1,1,-.090963574,-.241336366,-.170440839,-2.71806885769178,-1.20677103654551,-.839287852608829,.88799999391007
Memory Task,subject003,-10,8,10,1,9.69999999999998,1,7.9,9.7,1,9.3,5.9,2.7,3.50000000000001,1,3.10000000000002,8.49999999999999,9.6,-.036691414,.115884583,.323863964,-1.3307625912871,-1.12446284989867,2.8422335927346,.0525382399883977
Memory Task,subject003,13,8.2,8.69999999999999,1,1.8,1.50000000000002,8.39999999999999,8.89999999999999,1.8,3.4,2.80000000000001,4.3,8.39999999999999,2.1,8.29999999999999,8.69999999999999,9.09999999999999,-.036691414,.115884583,.323863964,.138564479342762,-.118834021014653,1.18978533685606,-1.68449031425369
Memory Task,subject003,11,8,10,1,5.8,1,10,10,2.70000000000002,1,8.59999999999999,8.09999999999999,10,1,5,10,10,-.036691414,.115884583,.323863964,.269806981647155,.0210671800426364,2.07258326220771,-1.4695997920373
Reading Task,subject003,5,1.60000000000001,7.10000000000001,1,8.49999999999999,2.50000000000001,7,7.20000000000001,4.20000000000002,3.4,7.19999999999999,1.9,7.30000000000001,1,7.2,1,7.59999999999999,-.19586954,-.014883893,.326889586,-.987408750959944,-.136158523285007,.940144869706873,-1.18494160333439
Reading Task,subject003,-8,5,8,6,2,3,8,9,8,7,8,7,6,3,2,5,8,-.19586954,-.014883893,.326889586,-.748505275015577,.0177495828973599,.898113453525915,.804134358136855
Reading Task,subject003,-12,2.90000000000001,3.90000000000001,3.2,6,3.2,1.7,6.7,4.70000000000001,2.6,3.4,3.1,3.90000000000001,3.00000000000001,3.8,6.2,7.79999999999999,-.19586954,-.014883893,.326889586,-1.15629354516452,-1.00456596384784,.65072751139016,-.136479414641209
Movie Task-incept,subject003,-10,3.6,5.1,1,6.70000000000001,9,8.59999999999999,9.59999999999998,6.2,4.8,8.49999999999999,1,2,5.2,7.69999999999999,8.19999999999999,9.4,-.293453447,.376771714,.156545561,-1.57245235864611,1.38081601840766,1.17485492765367,-.646808907493689
Movie Task-incept,subject003,-10,3.6,5.1,1,6.70000000000001,9,8.59999999999999,9.59999999999998,6.2,4.8,8.49999999999999,1,2,5.2,7.69999999999999,8.19999999999999,9.4,-.293453447,.376771714,.156545561,-1.57245235864611,1.38081601840766,1.17485492765367,-.646808907493689
Movie Task-bridge,subject003,-7,3.90000000000001,7,1,5.8,2,8.2,3,8.19999999999999,9.19999999999999,3.40000000000001,1.2,5.7,8,7,5,7,-.055046289,.280933569,.317858122,-1.25889314533717,.689028164447014,.198633771277065,.168658866450678
Movie Task-bridge,subject003,-7,3.90000000000001,7,1,5.8,2,8.2,3,8.19999999999999,9.19999999999999,3.40000000000001,1.2,5.7,8,7,5,7,-.055046289,.280933569,.317858122,-1.25889314533717,.689028164447014,.198633771277065,.168658866450678
One-Back Task,subject003,14,9,10,7,10,8,9,7,2,8,5,2,2,3,4,6,3,-.009918255,-.030028992,-.537272264,-1.05970299442283,.331301206170701,.953399609935774,.326229148554223
One-Back Task,subject003,12,7,5,4,9,6,4,4,8,10,9,10,6,6,9,7,3,-.009918255,-.030028992,-.537272264,.30485898029082,1.28783816261728,-.347682775280113,.441629133022937
One-Back Task,subject003,-7,6,8,2,4,6,7,3,3,6,2,4,7,5,6,3,8,-.009918255,-.030028992,-.537272264,-.159392726589655,.145600229160429,-.0358427663009607,-.752731161470868
Zero-Back Task,subject003,-12,2,7,9,5,3,3,6,6,6,9,2,6,4,10,4,3,.092938821,-.060981931,-.389395513,-.645312804917286,.925252895576946,-.651793372521125,.0758584586748745
Zero-Back Task,subject003,15,8,5,2,10,4,8,4,8,4,5,3,2,8,2,3,6,.092938821,-.060981931,-.389395513,-1.30902778560578,.225774556392598,.322646758435807,.693479080470653
Zero-Back Task,subject003,-5,10,3,9,8,3,7,8,7,9,5.7,10,10,2,6,10,2,.092938821,-.060981931,-.389395513,1.14700672813481,.176401217516404,.207043782929727,.888089753021828
Friend Task,subject003,-6,4,7,4,10,9,6,9,2,9,9,2,9,4,8,2,5,.066229557,.061472443,.208842324,-.235465145560495,1.00441961532754,.543771081100157,-.319588753833331
Friend Task,subject003,13,2,7,4,2,10,4,8,2,7,7,7,6,4,4,6,3,.066229557,.061472443,.208842324,-.659749735457652,.629260818265328,-.194803946017616,-.322515145278995
Friend Task,subject003,11,3,3,8,4,8,8,8,7,5,7,2,7,8,7,2,3,.066229557,.061472443,.208842324,-.336610937630303,1.65277976794659,-1.17277944470479,.284904835516385
You Task,subject003,14,3,3,10,7,5,2,5,2,2,6,8,5,3,5,3,10,-.068702623,.051618542,.14160951,.705972799546702,-.906483851528761,-.268739642452492,.0923309156479904
You Task,subject003,-8,7,7,6,8,2,9,10,9,9,10,7,8,3,5,4,6,-.068702623,.051618542,.14160951,-.183720315347711,.458474635862031,1.11930173062605,.925141251152391
You Task,subject003,10,4,5,4,8,8,5,10,7,5,3,4,3,2,4,6,10,-.068702623,.051618542,.14160951,-1.1094455771199,-.591436211051186,1.64828788387438,.0966305181689184
You Task,subject004,10,10,10,6.89999999999999,9.89999999999998,6.40000000000001,7.89999999999999,9.29999999999999,7.99999999999999,7,8.79999999999999,5.10000000000001,5.1,8.99999999999999,4.9,8.59999999999999,5.6,-.068702623,.051618542,.14160951,-.426481333294533,1.47881395093742,1.16239038446931,1.04896876310343
You Task,subject004,15,5,8,9,8,7,10,9,10,7,5,4,7,9,5,2,4,-.068702623,.051618542,.14160951,-.397293534601506,1.32621106041959,.117218408321779,1.0087318910131
You Task,subject004,-10,10,9.29999999999999,9,7.29999999999999,5.40000000000001,5.00000000000001,9.29999999999999,8.79999999999999,8.79999999999999,8,2.7,8,8.69999999999999,4.70000000000002,10,10,-.068702623,.051618542,.14160951,-.161331274414848,1.04235863294332,1.41171314166197,1.74064831579201
Friend Task,subject004,9,8.49999999999999,8.99999999999999,6,10,6,5.4,9.39999999999998,10,8.89999999999999,6.60000000000001,5.00000000000002,10,10,4.60000000000001,5,7,.066229557,.061472443,.208842324,.0374086243621169,1.0627257092706,1.08302668256546,1.41610741505763
Friend Task,subject004,7,6.89999999999999,10,9.7,4.9,5.7,6,9,9.29999999999999,8,5.3,3.6,8.6,8.9,5.1,10,8.69999999999999,.066229557,.061472443,.208842324,-.189804245227465,1.08749881234288,.99915272487229,1.31368209099988
Friend Task,subject004,-6,9,8,7.99999999999999,7.7,3,6.40000000000001,6,9.19999999999998,7,8,9,8,9,4.6,8,10,.066229557,.061472443,.208842324,.66300084106173,.752215565186327,.726816485207776,1.33549361034717
Memory Task,subject004,11,7,7,2,6,2,3,10,10,10,2,4,10,7,4,8,6,-.036691414,.115884583,.323863964,-.698896466963612,-.209938071881319,1.39014436638977,1.06963962163853
Memory Task,subject004,-6,6.3,1,7,9.69999999999999,2,7.59999999999999,10,8,10,10,10,7.69999999999999,1.10000000000001,9.49999999999999,9.99999999999999,10,-.036691414,.115884583,.323863964,.968664484525355,.191460471035082,1.29382675049849,.59025736705945
Memory Task,subject004,-12,5,4,5,3,5,8,7,8,7,3,8,9,3.5,1.20000000000001,9.99999999999999,10,-.036691414,.115884583,.323863964,-.040316001801673,-.333905494928595,.940298954779167,.686163900397113
Reading Task,subject004,12,7,2,3,3,9,2,7,8,10,2,10,7,9,5,6,3,-.19586954,-.014883893,.326889586,.364019370823276,.577387327077409,-.794472968503845,.843729960775926
Reading Task,subject004,-11,9.1,6.9,4.4,3.9,7,3,10,7.2,5.2,1.2,7,5.7,2,5.2,3.1,9,-.19586954,-.014883893,.326889586,.0817354163989554,-.705465511745809,1.02960786665622,-.00805595625370954
Reading Task,subject004,14,5,9,3,10,9,10,5,3,5,8,6,8,2,2,10,7,-.19586954,-.014883893,.326889586,-.59032291301678,.660827538142231,1.39015952784734,-.472845922745036
Two-Back Task-scenes,subject004,-14,6,10,10,4,4,9,5,3,5,5,7,9,9,7,5,5,-.130999829,.464204275,-.426960277,.957543250710894,1.09971092899329,-.699197220823786,-.0964303653390703
Two-Back Task-scenes,subject004,-12,9,10,7,5,9,6,3,8,6,9,10,4,5,2,8,8,-.130999829,.464204275,-.426960277,-.209159619593406,.970514928079223,.357769325510249,.920685520702962
Two-Back Task-faces,subject004,-5,3,6,6,4,5,8,8,5,5,4,2,2,3,10,3,2,-.025340712,.386745896,-.434225517,-1.04720873085333,.678569159605464,-.434094150976067,-.841588375328165
Two-Back Task-faces,subject004,-5,4,8,4,4,9,9,2,7,5,10,8,4,2,3,3,10,-.025340712,.386745896,-.434225517,-.692048060283411,.850334359639111,.123426767730856,-.084894063604067
Movie Task-incept,subject004,-11,4,5,2,10,10,10,4,2,3,4,3,3,9,7,5,7,-.293453447,.376771714,.156545561,-.499819844713223,1.21737753180979,-.124646231678455,-1.07182508289527
Movie Task-incept,subject004,-11,4,5,2,10,10,10,4,2,3,4,3,3,9,7,5,7,-.293453447,.376771714,.156545561,-.499819844713223,1.21737753180979,-.124646231678455,-1.07182508289527
Movie Task-bridge,subject004,7,9.5,9.29999999999999,9.99999999999999,4.7,10,9.3,8.69999999999999,2,4.4,9.1,7,7.29999999999999,7,9.29999999999999,10,8.4,-.055046289,.280933569,.317858122,1.25296936932488,2.04795019915546,.225622331002261,-.501113092449496
Movie Task-bridge,subject004,7,9.5,9.29999999999999,9.99999999999999,4.7,10,9.3,8.69999999999999,2,4.4,9.1,7,7.29999999999999,7,9.29999999999999,10,8.4,-.055046289,.280933569,.317858122,1.25296936932488,2.04795019915546,.225622331002261,-.501113092449496
Zero-Back Task,subject004,6,1.2,1,1.4,1.30000000000001,7,9.69999999999999,1,1,3.20000000000001,1,9.79999999999999,1,1,5.10000000000002,2.3,1,.092938821,-.060981931,-.389395513,-.444844018377298,-.28462457069808,-1.79827179708316,-1.68048870798856
Zero-Back Task,subject004,12,4,7,7,7,2,3,10,8,7,4,6,3,10,6,2,3,.092938821,-.060981931,-.389395513,-.697079287638582,.0414405120199421,.0364758073339401,1.02525172090252
Zero-Back Task,subject004,8,9,7,8,9,6,10,4,9,9,2,2,4,3,6,2,6,.092938821,-.060981931,-.389395513,-.554370327982875,.273330968348063,.334389989439937,.844908700902445
One-Back Task,subject004,8,3,7,7,4,5,2,2,5,3,5,7,5,6,4,7,3,-.009918255,-.030028992,-.537272264,-.508158070830552,.245338365676369,-.914740026750574,.120109067577765
One-Back Task,subject004,-14,2,7,9,6,9,6,2,4,6,10,4,4,6,3,7,9,-.009918255,-.030028992,-.537272264,-.774815887727573,.974097281689859,-.200403294363778,.780777382734359
One-Back Task,subject004,-7,6,10,3,8,2,10,5,1,9,9,9.8,3,2,3,1,2,-.009918255,-.030028992,-.537272264,-.585711834026402,-.250813543734743,.377599454985961,-.0772664220404574
Easy Math Task,subject004,-10,5,4,3,5,3,4,4,2,10,10,3,2,10,7,6,2,-.124954138,.332221971,-.020870498,-1.01844498310414,1.1280728833077,-1.05158166918657,.627007968090475
Easy Math Task,subject004,15,3,8,2,8,8,9,8,9,3,10,4,10,5,10,7,6,-.124954138,.332221971,-.020870498,-.430532413434117,2.30039483781263,.602485470565315,-1.21902897059168
Easy Math Task,subject004,-8,2,2,8,4,7,4,8,9,3,3,3,5,3,6,9,10,-.124954138,.332221971,-.020870498,-.66525371007418,-.0199607861607397,.453143166541512,.222563455556272
Hard Math Task,subject004,-12,3,3,3.4,6,1,5.7,1.70000000000001,1.20000000000001,5.7,3,10,10,1,8,9.8,2.6,-.275798122,.402380589,-.407389088,.857630916727478,-.440706636366185,-.617745680782385,-1.23791099416048
Hard Math Task,subject004,5,1,3,4.50000000000001,1,1,9,1,1,2.10000000000002,1,10,1,1,5.5,8.59999999999999,5.40000000000001,-.275798122,.402380589,-.407389088,-.276526336272669,-.963415772379138,-.837699097694813,-1.39390299977486
Hard Math Task,subject004,-5,5,10,3,7,10,3,2,8,5,10,4,9,6,6,4,5,-.275798122,.402380589,-.407389088,-.664968532633449,1.85690541870028,-.303501268909715,-.100511568934484
Finger Tapping Task,subject004,13,1,6,1,1,1,6,1,1,1.5,1,1,1,1,1.60000000000001,1,1.00000000000001,-.090963574,-.241336366,-.170440839,-2.28439323990172,-1.21341432327002,-.961853462263993,-1.05410180615954
Finger Tapping Task,subject004,11,6,4,7,3,6,4,2,9,9,6,3,6,9,10,10,5,-.090963574,-.241336366,-.170440839,-.202453161291819,1.86572276816561,-1.19188397809795,.713870710117255
Finger Tapping Task,subject004,11,10,8,4,6,6,3,9,4,9,2,3,3,6,10,6,4,-.090963574,-.241336366,-.170440839,-.361260409906175,.363166469838266,.468883300673017,-.123164152604315
GoNoGo Task,subject004,5,2,9,3,3,7,9,3,6,2,8,3,3,3,2,6,2,-.31702636,.036362577,-.159410417,-2.15116667152051,1.08253791227212,-.297178452507596,-.541064518983687
GoNoGo Task,subject004,-12,6,5,5,9,7,6,5,9,4,5,6,8,4,4,10,8,-.31702636,.036362577,-.159410417,-.22766398596085,.448649273447551,.82867963679828,.285645134053758
GoNoGo Task,subject004,-5,9,2,8,5,3,9,3,3,8,3,3,6,9,2,6,9,-.31702636,.036362577,-.159410417,.326775875097377,-.133046008743431,-.477682608055934,1.39005777459282
Hard Math Task,subject005,8,5.3,1,10,8,1,1,1,1,1.8,1,10,4.3,1,6,1.8,10,-.275798122,.402380589,-.407389088,1.45120032160599,-2.219814288167,-.712779871202013,-.127441497263004
Hard Math Task,subject005,-12,4,1,9.1,6.6,1,1,1,1,1,1,8.59999999999999,8,1,5.00000000000002,1.5,9.59999999999998,-.275798122,.402380589,-.407389088,1.44305889333327,-2.0863351328677,-.861040245937901,-.30899311981593
Hard Math Task,subject005,-10,9,1,9.5,4.40000000000002,1,1.5,7.50000000000001,1,1,1,9,5.9,1,4.80000000000001,1,8.79999999999999,-.275798122,.402380589,-.407389088,1.56328884263873,-2.19307557098004,-.326511165309339,-.0496473686433351
Easy Math Task,subject005,9,6.2,1,9,5,1,1,6,1,4,1,9.09999999999999,8.3,2,5.10000000000001,1,9,-.124954138,.332221971,-.020870498,1.63462737496427,-2.08743405904121,-.451852322389944,.146819985552901
Easy Math Task,subject005,-8,4.80000000000001,1,4.9,1.40000000000002,1,1,5.6,1,1,1,4.9,4.2,6.5,4.10000000000001,1,8.99999999999999,-.124954138,.332221971,-.020870498,.212959544254336,-1.52702769363577,-.87578711171507,-.194233479046717
Easy Math Task,subject005,9,6.50000000000001,1,4.80000000000001,1,1,5.9,8.7,6.4,6.50000000000001,1,4.00000000000002,3.60000000000001,2,4,1,6.1,-.124954138,.332221971,-.020870498,-.585949804725,-1.26630800055463,-.135824540072675,.505045827748511
Friend Task,subject005,11,8.69999999999999,10,9,9,8,6.99999999999999,7,3.1,1,1,2,9,8.79999999999999,9,2,8,.066229557,.061472443,.208842324,1.01384492195248,.851380778794626,.0718150696050574,-.771028904542484
Friend Task,subject005,7,10,9.39999999999999,5.5,6.20000000000001,7,8.69999999999999,8.99999999999999,6.30000000000001,6,1,1.70000000000002,3.2,7.00000000000001,10,4.6,9.19999999999999,.066229557,.061472443,.208842324,-.190835786229746,.806013740239462,.920376464383533,-.396661590001854
Friend Task,subject005,-11,9,9.89999999999999,5,5.2,6,9.3,8.9,7.19999999999999,2,1,3,3.00000000000001,8.09999999999999,9,2.30000000000001,6.1,.066229557,.061472443,.208842324,-.344170674563258,.97181087337225,.28810076775681,-.79740460804692
You Task,subject005,-7,5.1,2.40000000000001,1,2.10000000000002,2,4.50000000000002,5.1,2.50000000000002,2,1,2.00000000000001,2.7,3,5.00000000000001,10,2.5,-.068702623,.051618542,.14160951,-1.35093359233689,-.552848471890122,-.2973654136503,-.936518272433122
You Task,subject005,11,7.49999999999999,6.5,1,1.4,2.7,2.70000000000001,4.40000000000001,4.30000000000001,3.70000000000001,1,2.80000000000001,4.10000000000001,4.4,7.50000000000001,9.39999999999999,4.80000000000002,-.068702623,.051618542,.14160951,-.873660943504711,-.0745226816668863,-.0610104467838573,-.896137110783151
You Task,subject005,12,9,4.50000000000001,2.5,3.2,4.10000000000002,2,3.8,8.59999999999999,8.8,1.2,2.2,1.6,2.3,5.20000000000001,5.9,5.30000000000001,-.068702623,.051618542,.14160951,-1.42931286037472,-.542566624900694,.133953192698453,.714722488385096
Movie Task-incept,subject005,9,9,2,1,8,7.9,8.4,2.3,8.69999999999999,9.49999999999999,1,2,2.5,1,7.3,1,1.8,-.293453447,.376771714,.156545561,-1.0659210770923,.339077835075389,-.519859350125172,-.0209406986140053
Movie Task-incept,subject005,9,9,2,1,8,7.9,8.4,2.3,8.69999999999999,9.49999999999999,1,2,2.5,1,7.3,1,1.8,-.293453447,.376771714,.156545561,-1.0659210770923,.339077835075389,-.519859350125172,-.0209406986140053
Movie Task-bridge,subject005,-15,6,10,1,5,4.4,8,2,5.2,6.5,1,5.10000000000001,5.6,8.8,6.1,3.30000000000001,1,-.055046289,.280933569,.317858122,-.706741137751384,.83833824107436,-.696409839300883,-.59351097766787
Movie Task-bridge,subject005,-15,6,10,1,5,4.4,8,2,5.2,6.5,1,5.10000000000001,5.6,8.8,6.1,3.30000000000001,1,-.055046289,.280933569,.317858122,-.706741137751384,.83833824107436,-.696409839300883,-.59351097766787
Two-Back Task-faces,subject005,9,2.6,10,4.3,2,1,7.09999999999999,6.6,4.30000000000002,1.7,1,4.00000000000001,3.9,6.5,5.10000000000001,1,5.40000000000002,-.025340712,.386745896,-.434225517,-.955153225117352,-.380808182639539,-.0742490587706326,-.791194263311753
Two-Back Task-faces,subject005,-7,5.60000000000002,6,5.00000000000001,3,2,7.89999999999999,3,4,10,1,5,5.70000000000001,6.20000000000001,5.6,10,5.3,-.025340712,.386745896,-.434225517,-.319076897704932,-.00113723835334179,-.12757589065189,.307206135034942
Two-Back Task-scenes,subject005,-13,8.3,7,8,7.89999999999999,1,10,6.69999999999999,4,4.10000000000001,1,4,6.79999999999999,5.4,5,1,4,-.130999829,.464204275,-.426960277,.287578596621199,-.419162103133778,-.0018999226619677,.0609450512594333
Two-Back Task-scenes,subject005,12,4.3,1,5.60000000000002,8.69999999999999,1,8,5.00000000000001,2,8,1,7.3,7,1,5.8,1,1,-.130999829,.464204275,-.426960277,.448440581613865,-1.19894855156266,-.622218257983977,-.175539281675722
Finger Tapping Task,subject005,15,10,1,1,1,1,9,1,1,6.2,1,1,1,10,5.00000000000001,1,1,-.090963574,-.241336366,-.170440839,-.687440533998107,.209441000959,-2.16036065471566,-.0413396057294541
Finger Tapping Task,subject005,13,10,6,3,6,5,2,1,10,7.19999999999999,1,5,5.9,7.19999999999999,5.7,4,3,-.090963574,-.241336366,-.170440839,-.362267414017448,.354563782246716,-.742679208490166,.694275758922122
Finger Tapping Task,subject005,9,7.89999999999999,7,4.00000000000001,1.5,5.7,6,1,7.69999999999999,8,1,5.20000000000001,4.90000000000002,10,5.5,7,1,-.090963574,-.241336366,-.170440839,-.546738599523253,1.19535495875883,-1.3895630299142,.457528040693003
GoNoGo Task,subject005,-11,7,1,1.3,1,2,1,6.30000000000001,9.2,6.1,1,1,1,10,4.20000000000001,2,1,-.31702636,.036362577,-.159410417,-1.73046810893043,-.0803801982118053,-1.25015076321848,1.02887153508574
GoNoGo Task,subject005,-12,8.89999999999999,6.8,6,1.7,4,1,3,8.79999999999999,8.10000000000001,1,5,1.6,3,6.70000000000001,9,1,-.31702636,.036362577,-.159410417,-1.05082075940146,-.0206477564332871,-.55366458562895,.636617942862679
GoNoGo Task,subject005,-15,8,9,4,10,3,1.30000000000002,6,9.99999999999999,3,1,3.20000000000001,2,6,5.3,3,1,-.31702636,.036362577,-.159410417,-1.46837587360315,-.283493492510143,.384066317465423,.377196759514698
Memory Task,subject005,6,7,7.89999999999999,7.4,4.9,1.2,6.10000000000001,7.2,8.40000000000001,6.60000000000001,1,6,7.3,3,4.1,8.2,9,-.036691414,.115884583,.323863964,-.136067564941906,-.814455801567524,1.23688210844007,.670691512278816
